,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,2,316001262,2019-01-01 00:00:04,49.37678,-123.27073,2.9,193.6
1,5,316001262,2019-01-01 00:01:16,49.37641,-123.27091,0.2,120.0
2,7,316001262,2019-01-01 00:02:32,49.3764,-123.27092,0.0,225.0
3,11,316001262,2019-01-01 00:03:52,49.3764,-123.27092,0.0,356.9
4,15,316001262,2019-01-01 00:05:32,49.3764,-123.27092,0.0,127.5
5,20,316001262,2019-01-01 00:08:32,49.3764,-123.27092,0.0,277.8
6,24,316001262,2019-01-01 00:10:22,49.3764,-123.27092,0.0,170.2
7,29,316001262,2019-01-01 00:12:02,49.3764,-123.27092,0.0,38.3
8,31,316001262,2019-01-01 00:13:51,49.3764,-123.27092,0.0,98.3
9,35,316001262,2019-01-01 00:15:11,49.3764,-123.27092,0.0,42.2
10,40,316001262,2019-01-01 00:16:32,49.3764,-123.27092,0.0,251.8
11,43,316001262,2019-01-01 00:19:11,49.3764,-123.27092,0.0,144.6
12,46,316001262,2019-01-01 00:20:42,49.3773,-123.27078,0.0,11.6
14,50,316001262,2019-01-01 00:22:02,49.3773,-123.27078,0.0,43.1
13,48,316001262,2019-01-01 00:23:32,49.3773,-123.27078,0.0,160.4
15,52,316001262,2019-01-01 00:24:42,49.37735,-123.27076,1.0,9.9
16,53,316001262,2019-01-01 00:27:04,49.38301,-123.27105,15.3,341.4
17,55,316001262,2019-01-01 00:29:04,49.39234,-123.27651,19.3,339.8
21,68,316001262,2019-01-01 00:30:27,49.39945,-123.28061,19.6,339.5
18,63,316001262,2019-01-01 00:31:46,49.40611,-123.28445,19.6,338.3
19,65,316001262,2019-01-01 00:33:10,49.41318,-123.28862,19.5,336.2
20,67,316001262,2019-01-01 00:36:08,49.4275,-123.29869,19.1,319.8
22,72,316001262,2019-01-01 00:37:10,49.43061,-123.30558,19.5,290.2
23,73,316001262,2019-01-01 00:38:12,49.43104,-123.31407,19.7,257.9
24,75,316001262,2019-01-01 00:39:22,49.42924,-123.32362,20.0,253.5
25,78,316001262,2019-01-01 00:40:46,49.42701,-123.33491,19.6,253.1
26,82,316001262,2019-01-01 00:41:57,49.42517,-123.34449,19.4,253.3
27,83,316001262,2019-01-01 00:43:04,49.42348,-123.35336,19.4,254.2
28,85,316001262,2019-01-01 00:44:09,49.42256,-123.36211,19.3,266.2
29,86,316001262,2019-01-01 00:45:10,49.42229,-123.37038,19.4,267.8
31,94,316001262,2019-01-01 00:46:16,49.42209,-123.37951,19.5,267.9
30,93,316001262,2019-01-01 00:47:27,49.42189,-123.38946,19.4,267.7
32,96,316001262,2019-01-01 00:51:28,49.42133,-123.42233,19.0,273.8
33,99,316001262,2019-01-01 00:54:18,49.42253,-123.4453,18.7,286.0
34,100,316001262,2019-01-01 00:55:32,49.42618,-123.45309,18.8,322.7
35,101,316001262,2019-01-01 00:56:40,49.43125,-123.45822,19.4,327.6
36,103,316001262,2019-01-01 00:58:32,49.43662,-123.46495,9.5,279.4
37,107,316001262,2019-01-01 00:59:34,49.43623,-123.46848,6.6,247.1
38,108,316001262,2019-01-01 01:00:04,49.43582,-123.46962,5.6,236.5
39,168,316001262,2019-01-01 01:28:28,49.43465,-123.4623,15.0,141.1
40,172,316001262,2019-01-01 01:30:08,49.42808,-123.45454,19.2,142.1
41,176,316001262,2019-01-01 01:31:18,49.42404,-123.4478,17.9,114.2
42,184,316001262,2019-01-01 01:32:19,49.42337,-123.44024,18.7,87.5
43,185,316001262,2019-01-01 01:35:20,49.42282,-123.41579,18.6,93.5
44,188,316001262,2019-01-01 01:36:32,49.42242,-123.40633,18.4,93.8
45,195,316001262,2019-01-01 01:38:20,49.42175,-123.39219,18.5,94.1
46,203,316001262,2019-01-01 01:40:44,49.42168,-123.37328,18.7,88.9
48,211,316001262,2019-01-01 01:42:32,49.42244,-123.35912,18.4,81.9
47,207,316001262,2019-01-01 01:43:44,49.42332,-123.3498,18.4,80.1
49,221,316001262,2019-01-01 01:44:55,49.42433,-123.34075,18.5,80.7
50,222,316001262,2019-01-01 01:49:14,49.42635,-123.30686,18.7,101.1
53,235,316001262,2019-01-01 01:50:42,49.42268,-123.29673,18.9,136.8
51,231,316001262,2019-01-01 01:51:43,49.41854,-123.2915,18.4,140.3
52,233,316001262,2019-01-01 01:52:46,49.41453,-123.28627,18.3,140.2
54,239,316001262,2019-01-01 01:58:08,49.39027,-123.27185,17.8,177.2
55,249,316001262,2019-01-01 01:59:31,49.38468,-123.27155,14.3,178.0
56,253,316001262,2019-01-01 02:00:08,49.38215,-123.27141,13.6,177.3
57,254,316001262,2019-01-01 02:01:10,49.37926,-123.27123,7.6,179.4
58,258,316001262,2019-01-01 02:02:22,49.37722,-123.27133,5.1,186.1
59,264,316001262,2019-01-01 02:03:31,49.37624,-123.27151,0.9,176.7
60,270,316001262,2019-01-01 02:05:08,49.37615,-123.27153,0.0,134.7
61,282,316001262,2019-01-01 02:07:09,49.37615,-123.27152,0.0,100.2
62,290,316001262,2019-01-01 02:09:09,49.37615,-123.27152,0.0,199.0
65,309,316001262,2019-01-01 02:10:28,49.37615,-123.27152,0.0,133.6
63,298,316001262,2019-01-01 02:12:37,49.37615,-123.27152,0.0,96.0
64,307,316001262,2019-01-01 02:13:57,49.37615,-123.27152,0.0,3.1
66,312,316001262,2019-01-01 02:15:28,49.37615,-123.27152,0.0,287.5
67,316,316001262,2019-01-01 02:16:57,49.37615,-123.27152,0.0,158.8
68,319,316001262,2019-01-01 02:18:07,49.37615,-123.27152,0.0,276.8
69,323,316001262,2019-01-01 02:19:39,49.37615,-123.27152,0.0,35.3
70,325,316001262,2019-01-01 02:20:58,49.37615,-123.27152,0.0,124.2
75,336,316001262,2019-01-01 02:22:18,49.37615,-123.27152,0.0,287.1
71,328,316001262,2019-01-01 02:23:27,49.37615,-123.27152,0.0,224.2
72,329,316001262,2019-01-01 02:26:01,49.37706,-123.27155,0.0,79.2
73,332,316001262,2019-01-01 02:27:08,49.37706,-123.27155,0.0,145.7
74,335,316001262,2019-01-01 02:28:18,49.37707,-123.27155,0.0,22.0
76,338,316001262,2019-01-01 02:29:27,49.37707,-123.27155,0.0,297.6
77,342,316001262,2019-01-01 02:31:09,49.37706,-123.27155,0.0,133.9
78,344,316001262,2019-01-01 02:32:18,49.37706,-123.27156,0.0,36.8
79,346,316001262,2019-01-01 02:33:48,49.37706,-123.27155,0.0,240.7
80,347,316001262,2019-01-01 02:35:07,49.37706,-123.27156,0.0,246.4
81,348,316001262,2019-01-01 02:38:57,49.37938,-123.2712,10.4,4.9
83,358,316001262,2019-01-01 02:41:50,49.38566,-123.28317,18.2,255.2
82,356,316001262,2019-01-01 02:43:16,49.38308,-123.29417,19.3,235.9
84,362,316001262,2019-01-01 02:45:00,49.3757,-123.30259,19.3,212.5
85,368,316001262,2019-01-01 02:46:05,49.37073,-123.30735,19.0,210.7
86,371,316001262,2019-01-01 02:47:12,49.36585,-123.31204,18.8,212.0
87,375,316001262,2019-01-01 02:48:24,49.36056,-123.31715,18.7,211.9
88,378,316001262,2019-01-01 02:49:29,49.35572,-123.32173,18.5,211.7
89,379,316001262,2019-01-01 02:53:36,49.33778,-123.33862,18.5,211.5
92,391,316001262,2019-01-01 02:55:12,49.33124,-123.3461,18.3,227.4
90,382,316001262,2019-01-01 02:56:18,49.32823,-123.35329,18.4,246.6
91,385,316001262,2019-01-01 02:57:35,49.32599,-123.36283,18.7,250.7
93,394,316001262,2019-01-01 02:58:55,49.32381,-123.37268,18.5,251.2
94,400,316001262,2019-01-01 03:00:12,49.32173,-123.38236,18.4,251.6
95,404,316001262,2019-01-01 03:01:18,49.31997,-123.39048,18.3,250.6
96,407,316001262,2019-01-01 03:02:30,49.31775,-123.39921,18.3,249.5
97,410,316001262,2019-01-01 03:03:35,49.31587,-123.40686,15.9,248.8
98,416,316001262,2019-01-01 03:04:42,49.31423,-123.41327,13.6,248.6
99,422,316001262,2019-01-01 03:05:48,49.31281,-123.4191,13.7,251.6
101,435,316001262,2019-01-01 03:07:18,49.3113,-123.42912,18.3,257.3
100,428,316001262,2019-01-01 03:08:42,49.30974,-123.43997,18.7,258.0
102,441,316001262,2019-01-01 03:09:54,49.30842,-123.4493,18.7,258.2
103,444,316001262,2019-01-01 03:11:06,49.3072,-123.45864,18.7,258.0
104,448,316001262,2019-01-01 03:12:23,49.30586,-123.4686,18.7,258.3
106,783,316001262,2019-01-01 05:56:05,49.30542,-123.45275,18.4,71.3
105,782,316001262,2019-01-01 05:57:17,49.30736,-123.4438,18.5,71.9
107,787,316001262,2019-01-01 05:59:06,49.31021,-123.43009,18.5,72.1
108,796,316001262,2019-01-01 06:00:00,49.3116,-123.42333,18.5,72.5
109,801,316001262,2019-01-01 06:01:06,49.31329,-123.4151,18.3,71.3
110,804,316001262,2019-01-01 06:02:17,49.3154,-123.4066,18.4,70.3
111,807,316001262,2019-01-01 06:03:29,49.31752,-123.39785,18.3,69.4
112,810,316001262,2019-01-01 06:04:42,49.3197,-123.38887,18.1,69.3
117,826,316001262,2019-01-01 06:05:48,49.32157,-123.38086,18.2,70.1
113,814,316001262,2019-01-01 06:06:53,49.32339,-123.37308,18.2,71.3
114,819,316001262,2019-01-01 06:08:00,49.32529,-123.36481,18.2,68.9
