,MMSI,BaseDateTime,LAT,LON,SOG,COG
49,316024197,2019-01-01T00:23:06,49.37863,-123.33091,0.0,217.3
64,316024197,2019-01-01T00:35:05,49.37863,-123.33094,0.0,217.3
136,316024197,2019-01-01T01:11:05,49.37862,-123.33092,0.0,217.3
247,316024197,2019-01-01T01:59:05,49.37862,-123.33092,0.0,217.3
274,316024197,2019-01-01T02:05:04,49.37863,-123.33092,0.0,217.3
339,316024197,2019-01-01T02:29:07,49.37863,-123.33089,0.0,217.3
370,316024197,2019-01-01T02:47:07,49.37862,-123.33092,0.0,217.3
386,316024197,2019-01-01T02:53:05,49.37862,-123.33093,0.0,217.3
421,316024197,2019-01-01T03:05:04,49.37862,-123.33093,0.0,217.3
466,316024197,2019-01-01T03:17:05,49.37863,-123.33093,0.0,217.3
509,316024197,2019-01-01T03:23:06,49.37863,-123.33092,0.0,217.3
580,316024197,2019-01-01T03:59:04,49.37862,-123.3309,0.0,217.3
692,316024197,2019-01-01T04:59:05,49.37863,-123.33092,0.0,217.3
709,316024197,2019-01-01T05:05:05,49.37864,-123.33094,0.0,217.3
721,316024197,2019-01-01T05:14:06,49.37861,-123.33091,0.0,217.3
761,316024197,2019-01-01T05:38:05,49.37863,-123.33091,0.0,217.3
767,316024197,2019-01-01T05:41:07,49.37862,-123.33093,0.0,217.3
777,316024197,2019-01-01T05:47:05,49.37863,-123.33094,0.0,217.3
784,316024197,2019-01-01T05:53:05,49.37862,-123.33093,0.0,217.3
828,316024197,2019-01-01T06:11:06,49.37863,-123.33092,0.0,217.3
843,316024197,2019-01-01T06:17:06,49.37863,-123.33091,0.0,217.3
915,316024197,2019-01-01T06:35:04,49.37862,-123.33091,0.0,217.3
918,316024197,2019-01-01T06:41:05,49.37862,-123.33091,0.0,217.3
952,316024197,2019-01-01T06:59:04,49.37864,-123.33092,0.0,217.3
963,316024197,2019-01-01T07:05:05,49.37864,-123.33093,0.0,217.3
968,316024197,2019-01-01T07:11:06,49.37863,-123.33092,0.0,217.3
1004,316024197,2019-01-01T07:29:05,49.37862,-123.33091,0.0,217.3
1041,316024197,2019-01-01T07:47:06,49.37864,-123.33093,0.0,217.3
1049,316024197,2019-01-01T07:53:07,49.37863,-123.33093,0.0,217.3
1060,316024197,2019-01-01T08:05:05,49.37864,-123.33093,0.0,217.3
1063,316024197,2019-01-01T08:11:05,49.37864,-123.33092,0.0,217.3
1065,316024197,2019-01-01T08:17:08,49.37866,-123.33092,0.0,217.3
1088,316024197,2019-01-01T08:47:05,49.37864,-123.33093,0.0,217.3
1092,316024197,2019-01-01T08:53:05,49.37862,-123.33093,0.0,217.3
1093,316024197,2019-01-01T08:59:05,49.37863,-123.33096,0.0,217.3
1111,316024197,2019-01-01T09:23:07,49.37862,-123.33091,0.0,217.3
1169,316024197,2019-01-01T10:11:06,49.37864,-123.33092,0.0,217.3
1270,316024197,2019-01-01T11:05:05,49.37863,-123.33091,0.0,217.3
1324,316024197,2019-01-01T11:29:05,49.37865,-123.33092,0.0,217.3
1372,316024197,2019-01-01T11:53:06,49.37863,-123.33092,0.0,217.3
1449,316024197,2019-01-01T12:47:07,49.37862,-123.33092,0.0,217.3
1503,316024197,2019-01-01T13:23:05,49.37864,-123.33092,0.0,217.3
1523,316024197,2019-01-01T13:35:05,49.37864,-123.33094,0.0,217.3
1635,316024197,2019-01-01T14:29:05,49.37863,-123.33092,0.0,217.3
1673,316024197,2019-01-01T14:47:05,49.37863,-123.33094,0.0,217.3
1685,316024197,2019-01-01T14:56:05,49.37863,-123.33092,0.0,217.3
1699,316024197,2019-01-01T15:05:05,49.37863,-123.33092,0.0,217.3
1732,316024197,2019-01-01T15:23:05,49.37862,-123.33093,0.0,217.3
1757,316024197,2019-01-01T15:32:06,49.37864,-123.33094,0.0,217.3
1790,316024197,2019-01-01T15:41:05,49.37863,-123.33092,0.0,217.3
1997,316024197,2019-01-01T16:59:07,49.37863,-123.33092,0.0,217.3
2018,316024197,2019-01-01T17:05:05,49.37863,-123.33092,0.0,217.3
2053,316024197,2019-01-01T17:17:05,49.37863,-123.33092,0.0,217.3
2073,316024197,2019-01-01T17:23:05,49.37865,-123.33091,0.0,217.3
2116,316024197,2019-01-01T17:41:04,49.37863,-123.33092,0.0,217.3
2140,316024197,2019-01-01T17:47:05,49.37863,-123.33092,0.0,217.3
2164,316024197,2019-01-01T17:53:05,49.37862,-123.33093,0.0,217.3
2188,316024197,2019-01-01T17:59:05,49.37862,-123.33093,0.0,217.3
2211,316024197,2019-01-01T18:05:05,49.37863,-123.33092,0.0,217.3
2234,316024197,2019-01-01T18:11:06,49.37862,-123.33092,0.0,217.3
