,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,42,316035869,2019-01-01 00:17:36,49.35749,-123.27068,0.0,360.0
1,163,316035869,2019-01-01 01:20:35,49.35753,-123.2707,0.0,360.0
2,218,316035869,2019-01-01 01:44:36,49.35753,-123.27071,0.1,360.0
3,546,316035869,2019-01-01 03:41:38,49.3575,-123.27071,0.0,360.0
4,590,316035869,2019-01-01 04:02:35,49.35751,-123.27069,0.0,360.0
5,679,316035869,2019-01-01 04:44:36,49.35753,-123.27064,0.0,360.0
6,747,316035869,2019-01-01 05:26:36,49.35753,-123.27063,0.0,360.0
7,753,316035869,2019-01-01 05:32:35,49.35755,-123.27065,0.0,360.0
8,789,316035869,2019-01-01 05:56:35,49.35751,-123.27064,0.1,360.0
9,846,316035869,2019-01-01 06:17:36,49.35752,-123.27068,0.0,360.0
10,931,316035869,2019-01-01 06:44:35,49.3575,-123.27066,0.0,360.0
11,948,316035869,2019-01-01 06:56:35,49.35751,-123.27065,0.1,360.0
12,992,316035869,2019-01-01 07:20:35,49.35752,-123.27069,0.0,360.0
13,996,316035869,2019-01-01 07:26:36,49.35751,-123.27074,0.0,360.0
14,1026,316035869,2019-01-01 07:38:36,49.35754,-123.27064,0.1,360.0
15,1071,316035869,2019-01-01 08:32:35,49.35753,-123.27066,0.0,360.0
16,1076,316035869,2019-01-01 08:38:39,49.35748,-123.27067,0.0,360.0
17,1085,316035869,2019-01-01 08:44:35,49.35753,-123.27067,0.0,360.0
18,1099,316035869,2019-01-01 09:02:35,49.35753,-123.27068,0.0,360.0
19,1109,316035869,2019-01-01 09:14:37,49.35752,-123.27062,0.0,360.0
21,1114,316035869,2019-01-01 09:26:35,49.35754,-123.27056,0.0,360.0
20,1113,316035869,2019-01-01 09:29:36,49.35753,-123.27059,0.0,360.0
22,1115,316035869,2019-01-01 09:32:38,49.3575,-123.27065,0.0,360.0
23,1121,316035869,2019-01-01 09:38:38,49.35752,-123.27062,0.1,360.0
24,1129,316035869,2019-01-01 09:44:37,49.35756,-123.2706,0.1,360.0
25,1141,316035869,2019-01-01 09:50:36,49.35755,-123.2706,0.0,360.0
26,1188,316035869,2019-01-01 10:26:35,49.35749,-123.27062,0.0,360.0
27,1212,316035869,2019-01-01 10:38:37,49.35754,-123.27061,0.1,360.0
28,1238,316035869,2019-01-01 10:50:35,49.35754,-123.27064,0.0,360.0
29,1250,316035869,2019-01-01 10:56:38,49.35755,-123.27069,0.0,360.0
30,1279,316035869,2019-01-01 11:08:35,49.35756,-123.27059,0.1,360.0
31,1293,316035869,2019-01-01 11:14:37,49.35754,-123.27063,0.0,360.0
32,1303,316035869,2019-01-01 11:20:35,49.35755,-123.27066,0.0,360.0
33,1355,316035869,2019-01-01 11:38:35,49.35752,-123.27065,0.0,360.0
34,1380,316035869,2019-01-01 11:56:36,49.35753,-123.27067,0.0,360.0
35,1394,316035869,2019-01-01 12:02:35,49.35751,-123.27069,0.0,360.0
36,1413,316035869,2019-01-01 12:20:36,49.35752,-123.27066,0.0,360.0
37,1436,316035869,2019-01-01 12:38:36,49.35748,-123.2706,0.0,360.0
38,1520,316035869,2019-01-01 13:32:36,49.35755,-123.27063,0.0,360.0
39,1533,316035869,2019-01-01 13:38:36,49.3575,-123.27068,0.0,360.0
40,1546,316035869,2019-01-01 13:44:36,49.35752,-123.27065,0.0,360.0
41,1580,316035869,2019-01-01 14:02:37,49.35748,-123.27064,0.0,360.0
