,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,1,316001257,2019-01-01 00:00:03,49.358,-123.32035,20.5,213.6
1,3,316001257,2019-01-01 00:01:15,49.35231,-123.32615,20.5,214.1
2,9,316001257,2019-01-01 00:02:28,49.34657,-123.33204,20.4,213.3
3,10,316001257,2019-01-01 00:03:34,49.34139,-123.33736,20.4,214.2
4,13,316001257,2019-01-01 00:04:40,49.33624,-123.34272,20.3,214.1
5,14,316001257,2019-01-01 00:05:51,49.33105,-123.3491,19.2,234.0
6,18,316001257,2019-01-01 00:06:55,49.32897,-123.35713,19.5,254.9
7,19,316001257,2019-01-01 00:07:57,49.3277,-123.36559,19.8,260.0
8,23,316001257,2019-01-01 00:09:04,49.3269,-123.37475,19.7,263.6
9,25,316001257,2019-01-01 00:10:09,49.32636,-123.3839,19.6,266.1
10,26,316001257,2019-01-01 00:11:15,49.32599,-123.39291,19.5,266.5
11,28,316001257,2019-01-01 00:12:27,49.32556,-123.40292,18.1,266.2
12,33,316001257,2019-01-01 00:13:28,49.3253,-123.40938,11.8,267.0
13,34,316001257,2019-01-01 00:14:57,49.32511,-123.41606,11.1,266.5
15,38,316001257,2019-01-01 00:16:09,49.32471,-123.42235,14.4,258.9
14,37,316001257,2019-01-01 00:17:57,49.32245,-123.43482,18.5,253.4
16,39,316001257,2019-01-01 00:19:27,49.32031,-123.44637,19.4,254.7
17,45,316001257,2019-01-01 00:21:03,49.31797,-123.45931,19.7,255.1
18,398,316001257,2019-01-01 03:00:04,49.29304,-123.46876,19.6,76.8
21,417,316001257,2019-01-01 03:01:10,49.29444,-123.4599,19.2,76.6
19,408,316001257,2019-01-01 03:02:16,49.29577,-123.45125,18.6,76.2
20,411,316001257,2019-01-01 03:03:33,49.29753,-123.44161,18.1,68.2
22,420,316001257,2019-01-01 03:04:46,49.30002,-123.43281,18.8,66.6
23,423,316001257,2019-01-01 03:05:52,49.30216,-123.42522,15.9,66.7
24,426,316001257,2019-01-01 03:07:03,49.3041,-123.41823,15.0,67.0
25,429,316001257,2019-01-01 03:08:04,49.30587,-123.41178,16.9,67.6
