,MMSI,BaseDateTime,LAT,LON,SOG,COG
135,316002059,2019-01-01T01:14:07,49.32652,-123.2739,12.3,326.8
137,316002059,2019-01-01T01:15:47,49.33117,-123.27887,12.2,329.1
145,316002059,2019-01-01T01:18:07,49.33809,-123.28459,12.1,333.3
147,316002059,2019-01-01T01:19:18,49.34152,-123.28737,12.0,337.7
154,316002059,2019-01-01T01:20:37,49.34561,-123.28984,11.9,336.6
155,316002059,2019-01-01T01:22:18,49.35075,-123.29306,11.7,337.3
159,316002059,2019-01-01T01:25:18,49.35982,-123.29733,11.2,343.4
161,316002059,2019-01-01T01:26:37,49.36375,-123.29872,11.1,351.1
170,316002059,2019-01-01T01:27:58,49.36785,-123.29961,11.1,349.7
171,316002059,2019-01-01T01:29:58,49.37406,-123.3003,11.3,358.3
175,316002059,2019-01-01T01:31:18,49.37815,-123.29965,11.3,1.5
179,316002059,2019-01-01T01:32:47,49.38276,-123.29879,11.2,7.7
183,316002059,2019-01-01T01:34:18,49.38753,-123.29813,11.2,7.4
189,316002059,2019-01-01T01:36:47,49.39505,-123.29685,11.0,7.2
193,316002059,2019-01-01T01:38:08,49.3991,-123.29607,11.0,4.2
200,316002059,2019-01-01T01:39:57,49.40459,-123.29516,11.0,5.9
204,316002059,2019-01-01T01:42:38,49.41273,-123.29356,10.9,8.6
213,316002059,2019-01-01T01:46:07,49.42299,-123.29466,11.1,342.2
225,316002059,2019-01-01T01:49:47,49.43206,-123.30454,11.7,289.8
229,316002059,2019-01-01T01:54:47,49.42986,-123.32996,12.3,257.5
238,316002059,2019-01-01T01:56:28,49.42831,-123.33844,12.3,255.0
246,316002059,2019-01-01T01:58:54,49.42623,-123.35067,12.0,253.2
259,316002059,2019-01-01T02:02:27,49.42467,-123.36854,11.9,265.8
263,316002059,2019-01-01T01:57:37,49.42727,-123.34413,12.3,254.2
271,316002059,2019-01-01T02:04:57,49.42427,-123.38116,12.0,267.8
275,316002059,2019-01-01T02:00:07,49.42556,-123.3567,12.0,263.4
276,316002059,2019-01-01T02:01:18,49.42499,-123.36277,11.9,264.1
277,316002059,2019-01-01T02:03:37,49.42432,-123.37433,12.0,265.2
280,316002059,2019-01-01T02:06:07,49.42399,-123.38716,12.1,268.3
285,316002059,2019-01-01T02:07:18,49.42399,-123.39326,12.1,267.6
294,316002059,2019-01-01T02:09:57,49.42378,-123.40698,12.2,267.6
296,316002059,2019-01-01T02:08:37,49.42378,-123.40006,12.2,272.0
297,316002059,2019-01-01T02:11:07,49.42379,-123.4131,12.2,269.1
302,316002059,2019-01-01T02:13:18,49.42391,-123.42429,12.1,270.4
305,316002059,2019-01-01T02:15:08,49.4242,-123.43377,12.1,274.6
311,316002059,2019-01-01T02:16:18,49.42455,-123.43978,12.1,278.6
318,316002059,2019-01-01T02:18:08,49.426,-123.44881,12.0,297.7
320,316002059,2019-01-01T02:19:38,49.42923,-123.45466,12.0,323.7
324,316002059,2019-01-01T02:21:38,49.43556,-123.45746,12.0,356.0
327,316002059,2019-01-01T02:22:48,49.43937,-123.4581,12.0,355.2
