,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,2511,316030841,2019-01-01 19:25:17,49.43855,-123.31843,7.5,150.6
1,2518,316030841,2019-01-01 19:26:45,49.43572,-123.31648,7.7,154.2
2,2526,316030841,2019-01-01 19:28:44,49.4318,-123.31389,7.9,157.4
3,2532,316030841,2019-01-01 19:30:14,49.42878,-123.31193,7.9,157.5
4,2539,316030841,2019-01-01 19:31:15,49.42678,-123.31063,7.6,159.2
5,2545,316030841,2019-01-01 19:32:45,49.42389,-123.30867,7.5,153.0
6,2552,316030841,2019-01-01 19:34:43,49.42004,-123.30624,7.5,162.6
7,2564,316030841,2019-01-01 19:36:43,49.4159,-123.3048,7.6,177.2
8,2571,316030841,2019-01-01 19:38:44,49.41159,-123.30459,7.8,178.3
9,2577,316030841,2019-01-01 19:40:14,49.40833,-123.30448,7.7,177.5
10,2585,316030841,2019-01-01 19:41:43,49.40512,-123.30439,7.8,178.8
11,2590,316030841,2019-01-01 19:43:14,49.40181,-123.30453,8.0,181.8
12,2599,316030841,2019-01-01 19:45:16,49.39741,-123.30512,7.8,179.0
13,2614,316030841,2019-01-01 19:47:44,49.39211,-123.30441,7.7,167.1
15,2646,316030841,2019-01-01 19:51:13,49.38473,-123.30228,7.7,171.1
14,2636,316030841,2019-01-01 19:52:43,49.38151,-123.30155,7.9,166.6
16,2650,316030841,2019-01-01 19:55:13,49.37627,-123.29956,7.8,167.4
17,2663,316030841,2019-01-01 19:56:44,49.37308,-123.29844,7.9,166.7
18,2685,316030841,2019-01-01 20:00:13,49.36558,-123.29609,7.9,170.6
19,2691,316030841,2019-01-01 20:01:44,49.36237,-123.29537,7.5,174.6
22,2717,316030841,2019-01-01 20:02:45,49.3603,-123.29509,7.3,174.6
20,2704,316030841,2019-01-01 20:03:46,49.35824,-123.29465,7.4,169.5
21,2712,316030841,2019-01-01 20:05:43,49.35437,-123.29364,7.1,170.0
23,2732,316030841,2019-01-01 20:08:15,49.35241,-123.29292,4.0,159.0
24,2739,316030841,2019-01-01 20:09:44,49.35044,-123.29137,5.5,164.7
25,2750,316030841,2019-01-01 20:11:44,49.34725,-123.29023,6.0,170.7
26,2765,316030841,2019-01-01 20:14:44,49.34209,-123.28902,5.6,168.6
27,2777,316030841,2019-01-01 20:16:15,49.34001,-123.28841,4.7,173.4
28,2785,316030841,2019-01-01 20:18:14,49.3376,-123.28855,3.9,191.7
29,2799,316030841,2019-01-01 20:19:43,49.3365,-123.28919,2.1,217.9
30,2802,316030841,2019-01-01 20:20:44,49.33623,-123.28978,1.4,254.3
31,2809,316030841,2019-01-01 20:22:15,49.33639,-123.29075,1.9,338.7
32,2815,316030841,2019-01-01 20:23:44,49.33682,-123.29061,0.2,45.3
33,2830,316030841,2019-01-01 20:25:14,49.33678,-123.29053,0.4,107.6
34,2851,316030841,2019-01-01 20:29:41,49.33515,-123.28957,2.6,158.4
35,2861,316030841,2019-01-01 20:31:40,49.33377,-123.28902,1.7,167.3
36,2866,316030841,2019-01-01 20:33:12,49.33389,-123.2896,1.3,354.2
37,2872,316030841,2019-01-01 20:35:10,49.33396,-123.28877,1.8,109.7
38,2878,316030841,2019-01-01 20:36:40,49.33337,-123.28772,4.6,144.1
39,2888,316030841,2019-01-01 20:38:41,49.33082,-123.28473,4.9,144.3
40,2892,316030841,2019-01-01 20:40:12,49.32921,-123.28321,4.4,147.1
41,2899,316030841,2019-01-01 20:42:11,49.32749,-123.28105,2.4,145.9
42,2904,316030841,2019-01-01 20:44:09,49.32639,-123.2785,4.7,114.1
43,2914,316030841,2019-01-01 20:46:40,49.32534,-123.27648,2.3,211.5
44,2922,316030841,2019-01-01 20:48:10,49.32524,-123.2779,2.6,326.6
45,2933,316030841,2019-01-01 20:50:40,49.32489,-123.27905,4.7,257.5
46,2940,316030841,2019-01-01 20:53:11,49.32565,-123.2799,2.2,208.2
47,2956,316030841,2019-01-01 20:56:10,49.32567,-123.27734,3.7,82.4
48,2961,316030841,2019-01-01 20:57:42,49.32607,-123.27338,6.3,85.3
