BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2019-01-01 15:40:13,230,1786,316001251,49.34406,-123.33788,19.4,35.4,0.8151277957285542,0.5792811723426788
2019-01-01 15:41:19,231,1791,316001251,49.34884,-123.33244,19.4,37.2,0.7965299180241963,0.6045991148623748
2019-01-01 15:42:20,232,1793,316001251,49.35324,-123.32745,19.4,36.3,0.8059282822485158,0.5920131787992196
2019-01-01 15:43:25,233,1795,316001251,49.35795,-123.32214,19.3,34.2,0.8270805742745618,0.5620833778521306
2019-01-01 15:44:31,234,1800,316001251,49.36292,-123.31693,19.4,34.9,0.8201518758737721,0.5721458734455162
2019-01-01 15:45:37,235,1803,316001251,49.36779,-123.31178,19.3,34.3,0.8260982944957639,0.5635260489375714
2019-01-01 15:46:43,236,1804,316001251,49.37258,-123.30671,19.3,34.6,0.8231363685344418,0.5678437450531013
2019-01-01 15:47:49,237,1807,316001251,49.37746,-123.30157,19.1,34.2,0.8270805742745618,0.5620833778521306
2019-01-01 15:48:55,238,1809,316001251,49.38222,-123.2966,18.7,34.2,0.8270805742745618,0.5620833778521306
2019-01-01 15:49:57,239,1811,316001251,49.38651,-123.29152,18.4,49.6,0.6481199010631309,0.7615383075367367
