,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,49,316024197,2019-01-01 00:23:06,49.37863,-123.33091,0.0,217.3
1,64,316024197,2019-01-01 00:35:05,49.37863,-123.33094,0.0,217.3
2,136,316024197,2019-01-01 01:11:05,49.37862,-123.33092,0.0,217.3
3,247,316024197,2019-01-01 01:59:05,49.37862,-123.33092,0.0,217.3
4,274,316024197,2019-01-01 02:05:04,49.37863,-123.33092,0.0,217.3
5,339,316024197,2019-01-01 02:29:07,49.37863,-123.33089,0.0,217.3
6,370,316024197,2019-01-01 02:47:07,49.37862,-123.33092,0.0,217.3
7,386,316024197,2019-01-01 02:53:05,49.37862,-123.33093,0.0,217.3
8,421,316024197,2019-01-01 03:05:04,49.37862,-123.33093,0.0,217.3
9,466,316024197,2019-01-01 03:17:05,49.37863,-123.33093,0.0,217.3
10,509,316024197,2019-01-01 03:23:06,49.37863,-123.33092,0.0,217.3
11,580,316024197,2019-01-01 03:59:04,49.37862,-123.3309,0.0,217.3
12,692,316024197,2019-01-01 04:59:05,49.37863,-123.33092,0.0,217.3
13,709,316024197,2019-01-01 05:05:05,49.37864,-123.33094,0.0,217.3
14,721,316024197,2019-01-01 05:14:06,49.37861,-123.33091,0.0,217.3
15,761,316024197,2019-01-01 05:38:05,49.37863,-123.33091,0.0,217.3
16,767,316024197,2019-01-01 05:41:07,49.37862,-123.33093,0.0,217.3
17,777,316024197,2019-01-01 05:47:05,49.37863,-123.33094,0.0,217.3
18,784,316024197,2019-01-01 05:53:05,49.37862,-123.33093,0.0,217.3
19,828,316024197,2019-01-01 06:11:06,49.37863,-123.33092,0.0,217.3
20,843,316024197,2019-01-01 06:17:06,49.37863,-123.33091,0.0,217.3
21,915,316024197,2019-01-01 06:35:04,49.37862,-123.33091,0.0,217.3
22,918,316024197,2019-01-01 06:41:05,49.37862,-123.33091,0.0,217.3
23,952,316024197,2019-01-01 06:59:04,49.37864,-123.33092,0.0,217.3
24,963,316024197,2019-01-01 07:05:05,49.37864,-123.33093,0.0,217.3
25,968,316024197,2019-01-01 07:11:06,49.37863,-123.33092,0.0,217.3
26,1004,316024197,2019-01-01 07:29:05,49.37862,-123.33091,0.0,217.3
27,1041,316024197,2019-01-01 07:47:06,49.37864,-123.33093,0.0,217.3
28,1049,316024197,2019-01-01 07:53:07,49.37863,-123.33093,0.0,217.3
29,1060,316024197,2019-01-01 08:05:05,49.37864,-123.33093,0.0,217.3
30,1063,316024197,2019-01-01 08:11:05,49.37864,-123.33092,0.0,217.3
31,1065,316024197,2019-01-01 08:17:08,49.37866,-123.33092,0.0,217.3
32,1088,316024197,2019-01-01 08:47:05,49.37864,-123.33093,0.0,217.3
33,1092,316024197,2019-01-01 08:53:05,49.37862,-123.33093,0.0,217.3
34,1093,316024197,2019-01-01 08:59:05,49.37863,-123.33096,0.0,217.3
35,1111,316024197,2019-01-01 09:23:07,49.37862,-123.33091,0.0,217.3
