,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,2548,316033926,2019-01-01 19:33:57,49.43893,-123.30257,8.6,179.3
1,2558,316033926,2019-01-01 19:35:58,49.43416,-123.30244,8.4,177.8
2,2568,316033926,2019-01-01 19:37:28,49.43062,-123.30241,8.5,180.2
3,2579,316033926,2019-01-01 19:39:58,49.42484,-123.30228,8.3,181.0
4,2597,316033926,2019-01-01 19:44:27,49.4146,-123.30154,8.1,173.9
5,2611,316033926,2019-01-01 19:47:27,49.40781,-123.30028,8.3,172.7
6,2622,316033926,2019-01-01 19:48:58,49.40443,-123.29971,8.1,173.0
7,2626,316033926,2019-01-01 19:50:29,49.40096,-123.29913,8.2,174.4
8,2640,316033926,2019-01-01 19:53:31,49.39403,-123.29836,8.4,180.4
9,2656,316033926,2019-01-01 19:55:59,49.38833,-123.29832,8.4,179.2
11,2681,316033926,2019-01-01 19:57:59,49.38369,-123.29832,8.4,180.6
10,2672,316033926,2019-01-01 19:59:30,49.38015,-123.29838,8.3,180.6
12,2686,316033926,2019-01-01 20:00:58,49.37673,-123.29839,8.4,180.1
13,2695,316033926,2019-01-01 20:01:59,49.37433,-123.29844,8.4,182.1
14,2701,316033926,2019-01-01 20:03:27,49.37091,-123.29806,8.4,172.5
15,2725,316033926,2019-01-01 20:05:57,49.36512,-123.29658,8.5,173.7
16,2726,316033926,2019-01-01 20:07:29,49.36162,-123.29589,8.2,173.2
17,2737,316033926,2019-01-01 20:09:29,49.35721,-123.29492,8.0,172.8
18,2752,316033926,2019-01-01 20:12:29,49.35097,-123.29356,7.2,174.1
19,2760,316033926,2019-01-01 20:13:58,49.34801,-123.29298,7.3,170.9
20,2784,316033926,2019-01-01 20:18:00,49.34063,-123.28882,7.2,142.5
21,2796,316033926,2019-01-01 20:19:59,49.33746,-123.28501,7.3,142.8
22,2805,316033926,2019-01-01 20:21:30,49.33506,-123.28216,7.1,141.2
23,2810,316033926,2019-01-01 20:22:58,49.33276,-123.27944,7.1,140.8
24,2821,316033926,2019-01-01 20:24:58,49.32965,-123.27578,7.2,143.2
25,2825,316033926,2019-01-01 20:25:59,49.32811,-123.27388,6.9,139.8
26,2839,316033926,2019-01-01 20:27:57,49.325,-123.27026,7.4,141.0
