,MMSI,BaseDateTime,LAT,LON,SOG,COG
2199,316005622,2019-01-01T18:01:17,49.29017,-123.34176,5.2,303.5
2201,316005622,2019-01-01T18:02:26,49.2911,-123.34393,5.2,301.3
2206,316005622,2019-01-01T18:03:36,49.29198,-123.34607,5.2,305.2
2210,316005622,2019-01-01T18:04:37,49.29279,-123.34794,5.2,301.5
2214,316005622,2019-01-01T18:05:55,49.29387,-123.35035,5.2,304.5
2217,316005622,2019-01-01T18:07:07,49.29479,-123.35252,5.2,301.1
2222,316005622,2019-01-01T18:08:15,49.29572,-123.35461,5.2,303.1
2227,316005622,2019-01-01T18:10:37,49.29755,-123.35905,5.3,298.4
2238,316005622,2019-01-01T18:09:27,49.29665,-123.35688,5.3,306.2
2239,316005622,2019-01-01T18:11:47,49.2985,-123.36131,5.4,305.0
2245,316005622,2019-01-01T18:14:05,49.30039,-123.36568,5.4,305.1
2247,316005622,2019-01-01T18:12:57,49.29946,-123.36352,5.4,304.5
2253,316005622,2019-01-01T18:15:26,49.30147,-123.36826,5.4,303.8
2258,316005622,2019-01-01T18:16:37,49.30245,-123.37048,5.4,305.0
2261,316005622,2019-01-01T18:17:46,49.30335,-123.37283,5.4,302.3
2268,316005622,2019-01-01T18:18:56,49.30432,-123.37502,5.4,301.2
2273,316005622,2019-01-01T18:20:15,49.30543,-123.37757,5.5,303.4
2278,316005622,2019-01-01T18:21:27,49.30642,-123.3799,5.5,304.9
2281,316005622,2019-01-01T18:22:35,49.30738,-123.38215,5.6,306.1
2288,316005622,2019-01-01T18:23:45,49.30828,-123.38449,5.5,302.1
2291,316005622,2019-01-01T18:24:56,49.30925,-123.38688,5.6,299.1
2297,316005622,2019-01-01T18:27:26,49.31132,-123.39189,5.6,301.9
2298,316005622,2019-01-01T18:26:15,49.31032,-123.38952,5.6,299.4
2302,316005622,2019-01-01T18:28:35,49.3123,-123.39417,5.6,303.6
2304,316005622,2019-01-01T18:29:47,49.31327,-123.39662,5.7,302.8
2309,316005622,2019-01-01T18:30:57,49.31426,-123.39891,5.6,300.9
2315,316005622,2019-01-01T18:33:07,49.316,-123.40342,5.7,298.4
2317,316005622,2019-01-01T18:32:06,49.31515,-123.40134,5.6,301.3
2319,316005622,2019-01-01T18:34:16,49.31688,-123.40578,5.6,301.6
2321,316005622,2019-01-01T18:35:27,49.31782,-123.40828,5.7,302.9
2326,316005622,2019-01-01T18:36:37,49.31873,-123.41077,5.8,302.0
2330,316005622,2019-01-01T18:37:46,49.31971,-123.41318,5.7,301.0
2333,316005622,2019-01-01T18:38:56,49.32069,-123.41553,5.8,302.2
2340,316005622,2019-01-01T18:42:27,49.32363,-123.42268,5.7,301.7
2346,316005622,2019-01-01T18:40:07,49.32167,-123.41793,5.7,301.4
2347,316005622,2019-01-01T18:41:16,49.32265,-123.42034,5.7,305.2
2348,316005622,2019-01-01T18:43:35,49.32456,-123.42501,5.6,301.3
2352,316005622,2019-01-01T18:44:46,49.32559,-123.42738,5.7,301.2
2355,316005622,2019-01-01T18:45:56,49.32666,-123.42959,5.6,308.4
2363,316005622,2019-01-01T18:48:15,49.32903,-123.43379,5.6,316.2
2367,316005622,2019-01-01T18:49:27,49.33041,-123.43564,5.6,321.5
2370,316005622,2019-01-01T18:50:37,49.33184,-123.4373,5.6,323.4
2374,316005622,2019-01-01T18:47:05,49.32774,-123.43179,5.6,315.2
2376,316005622,2019-01-01T18:51:47,49.33335,-123.43881,5.5,329.7
2381,316005622,2019-01-01T18:52:56,49.33483,-123.44019,5.4,334.4
2388,316005622,2019-01-01T18:54:07,49.33647,-123.44114,5.5,341.6
2398,316005622,2019-01-01T18:55:15,49.33812,-123.44179,5.3,342.9
2399,316005622,2019-01-01T18:56:37,49.34009,-123.44226,5.3,354.9
2407,316005622,2019-01-01T18:59:25,49.34421,-123.44283,5.3,354.5
2415,316005622,2019-01-01T19:00:06,49.34523,-123.44291,5.3,359.2
2421,316005622,2019-01-01T19:01:15,49.3469,-123.4431,5.2,358.4
2425,316005622,2019-01-01T18:58:15,49.34249,-123.44252,5.3,357.0
2429,316005622,2019-01-01T19:03:36,49.35017,-123.443,5.0,2.2
2434,316005622,2019-01-01T19:02:25,49.34855,-123.44301,5.0,358.3
2437,316005622,2019-01-01T19:04:47,49.35181,-123.44289,5.0,2.8
2444,316005622,2019-01-01T19:05:57,49.3534,-123.44263,4.9,6.4
