,MMSI,BaseDateTime,LAT,LON,SOG,COG
1,316001257,2019-01-01T00:00:03,49.358,-123.32035,20.5,213.6
3,316001257,2019-01-01T00:01:15,49.35231,-123.32615,20.5,214.1
9,316001257,2019-01-01T00:02:28,49.34657,-123.33204,20.4,213.3
10,316001257,2019-01-01T00:03:34,49.34139,-123.33736,20.4,214.2
13,316001257,2019-01-01T00:04:40,49.33624,-123.34272,20.3,214.1
14,316001257,2019-01-01T00:05:51,49.33105,-123.3491,19.2,234.0
18,316001257,2019-01-01T00:06:55,49.32897,-123.35713,19.5,254.9
19,316001257,2019-01-01T00:07:57,49.3277,-123.36559,19.8,260.0
23,316001257,2019-01-01T00:09:04,49.3269,-123.37475,19.7,263.6
25,316001257,2019-01-01T00:10:09,49.32636,-123.3839,19.6,266.1
26,316001257,2019-01-01T00:11:15,49.32599,-123.39291,19.5,266.5
28,316001257,2019-01-01T00:12:27,49.32556,-123.40292,18.1,266.2
33,316001257,2019-01-01T00:13:28,49.3253,-123.40938,11.8,267.0
34,316001257,2019-01-01T00:14:57,49.32511,-123.41606,11.1,266.5
37,316001257,2019-01-01T00:17:57,49.32245,-123.43482,18.5,253.4
38,316001257,2019-01-01T00:16:09,49.32471,-123.42235,14.4,258.9
39,316001257,2019-01-01T00:19:27,49.32031,-123.44637,19.4,254.7
45,316001257,2019-01-01T00:21:03,49.31797,-123.45931,19.7,255.1
398,316001257,2019-01-01T03:00:04,49.29304,-123.46876,19.6,76.8
408,316001257,2019-01-01T03:02:16,49.29577,-123.45125,18.6,76.2
411,316001257,2019-01-01T03:03:33,49.29753,-123.44161,18.1,68.2
417,316001257,2019-01-01T03:01:10,49.29444,-123.4599,19.2,76.6
420,316001257,2019-01-01T03:04:46,49.30002,-123.43281,18.8,66.6
423,316001257,2019-01-01T03:05:52,49.30216,-123.42522,15.9,66.7
426,316001257,2019-01-01T03:07:03,49.3041,-123.41823,15.0,67.0
429,316001257,2019-01-01T03:08:04,49.30587,-123.41178,16.9,67.6
433,316001257,2019-01-01T03:09:09,49.30822,-123.40466,17.6,59.6
446,316001257,2019-01-01T03:10:16,49.31102,-123.39739,17.9,59.7
447,316001257,2019-01-01T03:11:21,49.3138,-123.39014,18.1,59.6
449,316001257,2019-01-01T03:12:34,49.31684,-123.3822,18.0,60.0
454,316001257,2019-01-01T03:14:09,49.32081,-123.37173,17.9,60.1
460,316001257,2019-01-01T03:15:28,49.32417,-123.36283,18.6,60.4
465,316001257,2019-01-01T03:16:29,49.32695,-123.35599,18.3,49.5
467,316001257,2019-01-01T03:17:33,49.33113,-123.35068,18.5,35.8
473,316001257,2019-01-01T03:19:16,49.33832,-123.34259,18.7,37.2
482,316001257,2019-01-01T03:20:28,49.34331,-123.33685,18.8,36.7
484,316001257,2019-01-01T03:21:33,49.34786,-123.33171,18.8,35.0
488,316001257,2019-01-01T03:22:39,49.35256,-123.32666,18.8,35.4
492,316001257,2019-01-01T03:23:57,49.35819,-123.32059,18.8,34.9
496,316001257,2019-01-01T03:25:15,49.36366,-123.3147,18.7,35.6
500,316001257,2019-01-01T03:26:39,49.36956,-123.30818,18.7,36.3
503,316001257,2019-01-01T03:27:45,49.37417,-123.303,18.7,36.4
507,316001257,2019-01-01T03:29:51,49.38158,-123.29099,18.5,55.6
510,316001257,2019-01-01T03:31:15,49.38512,-123.28301,14.0,55.6
515,316001257,2019-01-01T03:28:46,49.37828,-123.29794,18.3,45.6
516,316001257,2019-01-01T03:32:17,49.38643,-123.27776,11.5,90.7
520,316001257,2019-01-01T03:33:23,49.38504,-123.2731,11.3,135.0
523,316001257,2019-01-01T03:34:27,49.38208,-123.27112,11.3,174.9
525,316001257,2019-01-01T03:35:56,49.37879,-123.27121,5.8,184.7
531,316001257,2019-01-01T03:38:16,49.37639,-123.2716,1.3,179.1
536,316001257,2019-01-01T03:39:34,49.37616,-123.27165,0.0,205.4
539,316001257,2019-01-01T03:40:56,49.37616,-123.27165,0.0,296.2
543,316001257,2019-01-01T03:42:16,49.37616,-123.27165,0.0,219.4
551,316001257,2019-01-01T03:44:35,49.37616,-123.27165,0.0,318.0
555,316001257,2019-01-01T03:46:56,49.37616,-123.27165,0.0,0.4
556,316001257,2019-01-01T03:48:36,49.37616,-123.27165,0.0,220.7
561,316001257,2019-01-01T03:50:36,49.37616,-123.27166,0.0,76.8
565,316001257,2019-01-01T03:52:45,49.37616,-123.27166,0.0,214.9
568,316001257,2019-01-01T03:54:05,49.37616,-123.27166,0.0,43.3
573,316001257,2019-01-01T03:55:15,49.37616,-123.27166,0.0,167.2
578,316001257,2019-01-01T03:58:15,49.37616,-123.27166,0.0,139.1
589,316001257,2019-01-01T04:02:16,49.37616,-123.27166,0.0,40.6
594,316001257,2019-01-01T04:03:35,49.37616,-123.27165,0.0,202.4
598,316001257,2019-01-01T04:01:06,49.37616,-123.27166,0.0,162.2
599,316001257,2019-01-01T04:05:06,49.3771,-123.27157,0.0,87.7
606,316001257,2019-01-01T04:07:45,49.37835,-123.27145,6.1,3.5
608,316001257,2019-01-01T04:06:35,49.37714,-123.27156,1.2,0.6
610,316001257,2019-01-01T04:09:15,49.38207,-123.27137,10.9,347.7
615,316001257,2019-01-01T04:10:22,49.38522,-123.27452,14.0,307.5
619,316001257,2019-01-01T04:11:29,49.38632,-123.28131,15.1,259.6
626,316001257,2019-01-01T04:15:13,49.37456,-123.30348,20.2,214.8
629,316001257,2019-01-01T04:16:37,49.36807,-123.31049,20.5,214.6
633,316001257,2019-01-01T04:13:24,49.38243,-123.29422,19.0,233.6
638,316001257,2019-01-01T04:17:43,49.36296,-123.31589,20.6,214.2
641,316001257,2019-01-01T04:19:37,49.3539,-123.32533,20.5,214.1
643,316001257,2019-01-01T04:20:55,49.34775,-123.33166,20.4,213.9
649,316001257,2019-01-01T04:22:37,49.33992,-123.34004,20.3,219.3
653,316001257,2019-01-01T04:24:49,49.33109,-123.35354,19.5,238.1
657,316001257,2019-01-01T04:26:13,49.32873,-123.3645,20.1,256.2
658,316001257,2019-01-01T04:27:25,49.32717,-123.37464,20.2,256.4
663,316001257,2019-01-01T04:30:25,49.32325,-123.39943,19.9,256.0
666,316001257,2019-01-01T04:32:07,49.32103,-123.41344,19.9,256.3
667,316001257,2019-01-01T04:33:19,49.31952,-123.42318,19.8,256.1
669,316001257,2019-01-01T04:34:55,49.31741,-123.43639,19.8,256.7
671,316001257,2019-01-01T04:36:13,49.31572,-123.44705,19.9,256.2
674,316001257,2019-01-01T04:37:50,49.3137,-123.46029,20.1,257.2
978,316001257,2019-01-01T07:18:29,49.30261,-123.46389,19.0,69.8
983,316001257,2019-01-01T07:20:47,49.30663,-123.44628,19.2,71.5
988,316001257,2019-01-01T07:21:54,49.30858,-123.43764,19.3,71.3
989,316001257,2019-01-01T07:19:35,49.30454,-123.45549,19.0,71.0
990,316001257,2019-01-01T07:24:30,49.31293,-123.41745,19.2,71.4
991,316001257,2019-01-01T07:23:12,49.31073,-123.42753,19.3,72.1
993,316001257,2019-01-01T07:25:35,49.31476,-123.40902,19.2,71.6
1000,316001257,2019-01-01T07:26:42,49.31661,-123.40033,19.2,72.4
1001,316001257,2019-01-01T07:27:47,49.31836,-123.39191,19.0,72.0
1003,316001257,2019-01-01T07:28:53,49.32013,-123.38342,19.1,72.8
1007,316001257,2019-01-01T07:30:00,49.32203,-123.37482,19.0,70.3
1009,316001257,2019-01-01T07:31:06,49.32405,-123.36638,19.3,69.7
1010,316001257,2019-01-01T07:32:12,49.32612,-123.35791,19.1,63.6
1014,316001257,2019-01-01T07:33:13,49.32975,-123.35188,19.0,37.7
1016,316001257,2019-01-01T07:34:17,49.33432,-123.34678,19.5,35.6
1018,316001257,2019-01-01T07:35:24,49.33926,-123.34129,19.6,37.1
1021,316001257,2019-01-01T07:36:29,49.34398,-123.33585,19.5,36.6
1024,316001257,2019-01-01T07:37:35,49.34884,-123.33034,19.5,35.6
1028,316001257,2019-01-01T07:38:47,49.35412,-123.32467,19.7,34.4
1030,316001257,2019-01-01T07:39:53,49.35909,-123.31948,19.5,34.4
1031,316001257,2019-01-01T07:40:54,49.36359,-123.31471,19.2,35.2
1033,316001257,2019-01-01T07:42:00,49.36838,-123.30957,19.1,34.9
1035,316001257,2019-01-01T07:43:05,49.37315,-123.30442,19.1,34.5
1037,316001257,2019-01-01T07:44:12,49.37793,-123.29921,19.3,38.8
1039,316001257,2019-01-01T07:45:17,49.38158,-123.29236,19.2,56.5
1043,316001257,2019-01-01T07:47:00,49.38596,-123.28216,13.9,58.9
1045,316001257,2019-01-01T07:48:02,49.38683,-123.27672,11.9,97.5
1046,316001257,2019-01-01T07:49:07,49.38507,-123.27269,10.0,151.8
