BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2020-06-01 00:00:05,1,6,316007654,49.3174,-123.40024,2.0,112.6,-0.38429532265980354,0.923210217112981
2020-06-01 00:00:14,0,0,316007654,49.31736,-123.40011,2.0,115.9,-0.43680178836770245,0.8995577789551802
2020-06-01 00:01:14,2,10,316007654,49.31705,-123.3994,2.0,121.1,-0.5165333288666418,0.8562670846003282
2020-06-01 00:02:24,3,20,316007654,49.31673,-123.39855,2.0,127.1,-0.6032079877452825,0.7975839288252284
2020-06-01 00:03:35,4,29,316007654,49.31635,-123.39772,2.0,120.9,-0.5135412520581703,0.8580649057236445
2020-06-01 00:04:45,5,30,316007654,49.31606,-123.39685,2.0,120.9,-0.5135412520581703,0.8580649057236445
2020-06-01 00:05:55,6,37,316007654,49.31571,-123.39605,2.0,132.2,-0.6717205893229901,0.7408045962867502
2020-06-01 00:07:15,8,51,316007654,49.31533,-123.39502,2.0,129.8,-0.6401096994849557,0.7682835235935233
2020-06-01 00:08:25,7,50,316007654,49.31485,-123.39432,1.9,125.7,-0.5835412113561174,0.8120835268918064
2020-06-01 00:09:35,9,53,316007654,49.31435,-123.39364,2.1,119.5,-0.492423560103467,0.8703556959398997
