BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2020-06-01 02:00:03,69,440,316001262,49.42251,-123.38815,18.2,269.8,-0.0034906514152236987,-0.9999939076577904
2020-06-01 02:00:26,70,442,316001262,49.42251,-123.39114,18.2,269.9,-0.0017453283658983838,-0.9999984769132877
2020-06-01 02:01:39,71,448,316001262,49.42253,-123.40057,18.1,269.9,-0.0017453283658983838,-0.9999984769132877
2020-06-01 02:02:50,73,455,316001262,49.42253,-123.40983,18.0,269.6,-0.006981260297961302,-0.9999756307053947
2020-06-01 02:04:00,72,454,316001262,49.4225,-123.41878,17.9,269.9,-0.0017453283658983838,-0.9999984769132877
2020-06-01 02:05:15,77,469,316001262,49.42244,-123.42819,17.9,269.5,-0.008726535498373576,-0.9999619230641713
2020-06-01 02:06:25,79,472,316001262,49.42255,-123.43706,17.9,269.9,-0.0017453283658983838,-0.9999984769132877
2020-06-01 02:07:26,74,462,316001262,49.423,-123.44479,17.3,289.6,0.3354515697502557,-0.9420574527872965
2020-06-01 02:08:29,75,464,316001262,49.42611,-123.45057,17.6,324.2,0.8110638189893264,-0.5849576749872157
2020-06-01 02:09:37,76,467,316001262,49.43076,-123.45574,18.5,324.7,0.8161375900801602,-0.5778576243835054
