BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2020-06-01 05:00:02,215,893,316001247,49.38379,-123.29551,9.1,84.2,0.10105629718294633,0.9948807088287882
2020-06-01 05:00:13,214,892,316001247,49.38385,-123.2948,9.2,83.4,0.11493715049286661,0.9933727656003964
2020-06-01 05:01:24,216,897,316001247,49.38412,-123.29024,9.2,86.2,0.06627390040000007,0.99780146829205
2020-06-01 05:02:34,461,2004,316001247,49.38429,-123.28561,9.4,88.2,0.031410759078128174,0.9995065603657316
2020-06-01 05:03:53,217,900,316001247,49.38432,-123.28036,9.2,89.5,0.008726535498373897,0.9999619230641713
2020-06-01 05:05:03,218,902,316001247,49.38424,-123.27572,9.1,91.9,-0.03315517838852638,0.9994502159417572
2020-06-01 05:06:06,220,909,316001247,49.38329,-123.27214,8.6,139.7,-0.7626683296956881,0.6467897795104598
2020-06-01 05:07:07,490,2124,316001247,49.38107,-123.27097,8.8,179.4,-0.9999451693655121,0.010471784116245709
2020-06-01 05:08:24,222,919,316001247,49.37817,-123.27122,6.2,189.1,-0.9874138067509115,-0.1581580672544833
2020-06-01 05:09:53,224,925,316001247,49.37668,-123.27146,1.4,188.0,-0.9902680687415703,-0.13917310096006552
