,MMSI,BaseDateTime,LAT,LON,SOG,COG
4,316026718,2020-06-01T00:00:05,49.35638,-123.28535,0.1,218.1
14,316026718,2020-06-01T00:01:08,49.35639,-123.28543,0.3,3.1
43,316026718,2020-06-01T00:05:35,49.35647,-123.28517,0.3,47.5
49,316026718,2020-06-01T00:08:37,49.35644,-123.2853,0.4,204.4
71,316026718,2020-06-01T00:14:33,49.35643,-123.28511,1.0,236.3
74,316026718,2020-06-01T00:16:00,49.35619,-123.28441,6.6,101.3
83,316026718,2020-06-01T00:18:00,49.35401,-123.27941,8.3,105.8
84,316026718,2020-06-01T00:19:01,49.35453,-123.27688,4.3,62.2
100,316026718,2020-06-01T00:21:02,49.35493,-123.27588,0.2,71.8
104,316026718,2020-06-01T00:23:00,49.35495,-123.27587,0.1,114.7
113,316026718,2020-06-01T00:26:00,49.35493,-123.27588,0.0,114.7
127,316026718,2020-06-01T00:29:03,49.35493,-123.27588,0.0,114.7
134,316026718,2020-06-01T00:30:28,49.35475,-123.27608,4.6,273.8
140,316026718,2020-06-01T00:31:29,49.35411,-123.2779,5.3,232.4
151,316026718,2020-06-01T00:33:58,49.35041,-123.27984,12.7,171.4
154,316026718,2020-06-01T00:36:58,49.34041,-123.27643,12.5,161.4
159,316026718,2020-06-01T00:35:30,49.34523,-123.2785,12.3,167.7
162,316026718,2020-06-01T00:38:02,49.33703,-123.27438,12.1,157.4
