,MMSI,BaseDateTime,LAT,LON,SOG,COG
18,316008039,2020-06-01T00:02:44,49.35587,-123.27311,0.0,63.1
34,316008039,2020-06-01T00:05:44,49.35585,-123.27309,0.0,0.0
61,316008039,2020-06-01T00:11:44,49.35589,-123.27312,0.0,107.0
78,316008039,2020-06-01T00:14:43,49.35581,-123.27307,0.0,0.0
90,316008039,2020-06-01T00:20:45,49.35584,-123.27309,0.0,52.2
117,316008039,2020-06-01T00:26:43,49.35588,-123.27312,0.0,0.0
128,316008039,2020-06-01T00:29:43,49.35587,-123.2731,0.0,0.0
156,316008039,2020-06-01T00:35:45,49.35586,-123.27311,0.0,39.2
165,316008039,2020-06-01T00:38:43,49.35589,-123.27313,0.0,48.8
171,316008039,2020-06-01T00:17:44,49.35584,-123.27312,0.0,0.0
176,316008039,2020-06-01T00:41:44,49.35585,-123.27314,0.0,0.0
187,316008039,2020-06-01T00:44:42,49.35587,-123.27307,0.0,0.0
191,316008039,2020-06-01T00:23:43,49.35584,-123.27311,0.0,0.0
204,316008039,2020-06-01T00:50:43,49.35587,-123.27315,0.0,0.0
224,316008039,2020-06-01T00:56:43,49.35585,-123.27311,0.0,30.9
246,316008039,2020-06-01T00:59:43,49.35587,-123.2731,0.0,0.0
249,316008039,2020-06-01T00:53:44,49.35587,-123.27311,0.0,0.0
286,316008039,2020-06-01T01:05:43,49.35586,-123.2731,0.0,0.0
316,316008039,2020-06-01T01:14:42,49.35588,-123.27312,0.0,0.0
326,316008039,2020-06-01T01:17:47,49.35586,-123.27313,0.0,0.0
347,316008039,2020-06-01T01:23:42,49.3558,-123.27311,0.0,75.3
355,316008039,2020-06-01T01:26:43,49.35583,-123.2731,0.0,89.0
359,316008039,2020-06-01T01:29:43,49.35583,-123.27309,0.0,0.0
367,316008039,2020-06-01T01:32:44,49.35584,-123.27309,0.0,95.9
373,316008039,2020-06-01T01:35:45,49.35585,-123.27313,0.0,54.6
392,316008039,2020-06-01T01:44:42,49.35587,-123.27311,0.0,0.0
420,316008039,2020-06-01T01:53:42,49.35587,-123.27311,0.0,0.0
428,316008039,2020-06-01T01:56:42,49.35587,-123.27309,0.0,0.0
444,316008039,2020-06-01T02:02:43,49.35585,-123.2731,0.0,0.0
465,316008039,2020-06-01T02:08:42,49.35586,-123.27311,0.0,0.0
481,316008039,2020-06-01T02:17:43,49.35582,-123.27307,0.0,0.0
491,316008039,2020-06-01T02:23:43,49.35587,-123.27311,0.0,0.0
