,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,24,316017005,2020-06-01 00:01:12,49.37816,-123.33294,0.0,111.7
1,120,316017005,2020-06-01 00:25:12,49.37815,-123.33295,0.0,111.7
2,161,316017005,2020-06-01 00:37:13,49.37815,-123.33295,0.0,111.7
5,290,316017005,2020-06-01 00:46:12,49.37815,-123.33297,0.0,111.7
3,223,316017005,2020-06-01 00:55:12,49.37815,-123.33296,0.0,111.7
4,288,316017005,2020-06-01 01:07:12,49.37815,-123.33295,0.0,111.7
6,318,316017005,2020-06-01 01:16:12,49.37817,-123.33293,0.0,111.7
7,334,316017005,2020-06-01 01:19:13,49.37816,-123.33295,0.0,111.7
8,352,316017005,2020-06-01 01:25:12,49.37816,-123.33294,0.0,111.7
9,362,316017005,2020-06-01 01:31:12,49.37815,-123.33294,0.0,111.7
10,375,316017005,2020-06-01 01:37:12,49.37816,-123.33296,0.0,111.7
11,405,316017005,2020-06-01 01:46:13,49.37816,-123.33296,0.0,111.7
12,411,316017005,2020-06-01 01:49:12,49.37816,-123.33297,0.0,111.7
13,447,316017005,2020-06-01 02:01:13,49.37816,-123.33295,0.0,111.7
24,700,316017005,2020-06-01 02:10:12,49.37814,-123.33295,0.0,111.7
15,498,316017005,2020-06-01 02:19:13,49.37814,-123.33294,0.0,111.7
27,720,316017005,2020-06-01 02:22:12,49.37814,-123.33295,0.0,111.7
14,494,316017005,2020-06-01 02:25:13,49.37815,-123.33293,0.0,111.7
16,524,316017005,2020-06-01 02:43:12,49.37816,-123.33294,0.0,111.7
17,541,316017005,2020-06-01 02:49:12,49.37816,-123.33295,0.0,111.7
18,596,316017005,2020-06-01 03:10:13,49.37815,-123.33295,0.0,111.7
19,625,316017005,2020-06-01 03:19:14,49.37815,-123.33297,0.0,111.7
20,640,316017005,2020-06-01 03:25:12,49.37816,-123.33294,0.0,111.7
21,670,316017005,2020-06-01 03:34:13,49.37817,-123.33296,0.0,111.7
22,686,316017005,2020-06-01 03:43:14,49.37817,-123.33295,0.0,111.7
23,695,316017005,2020-06-01 03:46:12,49.37817,-123.33294,0.0,111.7
25,707,316017005,2020-06-01 03:49:12,49.37818,-123.33294,0.0,111.7
26,713,316017005,2020-06-01 03:52:12,49.37817,-123.33293,0.0,111.7
28,724,316017005,2020-06-01 03:55:13,49.37817,-123.33294,0.1,111.7
29,729,316017005,2020-06-01 03:58:12,49.37817,-123.33294,0.0,111.7
30,762,316017005,2020-06-01 04:10:12,49.37817,-123.33294,0.0,111.7
31,767,316017005,2020-06-01 04:16:16,49.37817,-123.33296,0.0,111.7
32,806,316017005,2020-06-01 04:25:12,49.37815,-123.33295,0.0,111.7
33,811,316017005,2020-06-01 04:28:12,49.37818,-123.33295,0.0,111.7
34,820,316017005,2020-06-01 04:31:13,49.37817,-123.33297,0.0,111.7
35,859,316017005,2020-06-01 04:46:14,49.37816,-123.33297,0.0,111.7
36,870,316017005,2020-06-01 04:49:12,49.37815,-123.33296,0.0,111.7
37,876,316017005,2020-06-01 04:52:14,49.37815,-123.33295,0.0,111.7
38,883,316017005,2020-06-01 04:55:12,49.37815,-123.33293,0.0,111.7
39,935,316017005,2020-06-01 05:13:12,49.37817,-123.33293,0.0,111.7
40,954,316017005,2020-06-01 05:19:12,49.37817,-123.33293,0.0,111.7
41,965,316017005,2020-06-01 05:25:14,49.37817,-123.33297,0.0,111.7
42,983,316017005,2020-06-01 05:31:14,49.37816,-123.33296,0.0,111.7
43,996,316017005,2020-06-01 05:37:13,49.37815,-123.33296,0.0,111.7
44,1002,316017005,2020-06-01 05:40:12,49.37817,-123.33295,0.0,111.7
45,1007,316017005,2020-06-01 05:43:14,49.37817,-123.33297,0.0,111.7
46,1016,316017005,2020-06-01 05:46:12,49.37816,-123.33296,0.0,111.7
47,1022,316017005,2020-06-01 05:49:12,49.37817,-123.33298,0.0,111.7
48,1038,316017005,2020-06-01 05:55:12,49.37816,-123.33295,0.0,111.7
49,1047,316017005,2020-06-01 05:58:13,49.37817,-123.33295,0.0,111.7
50,1054,316017005,2020-06-01 06:01:14,49.37814,-123.33295,0.0,111.7
115,2367,316017005,2020-06-01 06:04:14,49.37814,-123.33295,0.0,111.7
116,2410,316017005,2020-06-01 06:13:12,49.37818,-123.33293,0.0,111.7
51,1081,316017005,2020-06-01 06:25:13,49.37815,-123.33295,0.0,111.7
52,1093,316017005,2020-06-01 06:37:12,49.37818,-123.33299,0.0,111.7
53,1095,316017005,2020-06-01 06:40:12,49.37815,-123.33295,0.0,111.7
54,1098,316017005,2020-06-01 06:43:14,49.37817,-123.33294,0.0,111.7
55,1111,316017005,2020-06-01 06:55:15,49.37816,-123.33295,0.0,111.7
56,1129,316017005,2020-06-01 07:13:14,49.37815,-123.33293,0.0,111.7
57,1133,316017005,2020-06-01 07:16:12,49.37815,-123.33294,0.0,111.7
58,1138,316017005,2020-06-01 07:19:12,49.37816,-123.33296,0.0,111.7
59,1149,316017005,2020-06-01 07:34:13,49.37816,-123.33295,0.0,111.7
60,1157,316017005,2020-06-01 07:37:13,49.37816,-123.33292,0.0,111.7
61,1163,316017005,2020-06-01 07:43:13,49.37814,-123.33292,0.0,111.7
130,2994,316017005,2020-06-01 07:46:12,49.37814,-123.33294,0.0,111.7
62,1169,316017005,2020-06-01 07:49:12,49.37815,-123.33294,0.0,111.7
63,1175,316017005,2020-06-01 07:55:13,49.37816,-123.33294,0.0,111.7
64,1188,316017005,2020-06-01 08:10:12,49.37815,-123.33294,0.0,111.7
65,1194,316017005,2020-06-01 08:16:12,49.37814,-123.33295,0.0,111.7
66,1212,316017005,2020-06-01 08:31:13,49.37817,-123.33295,0.0,111.7
