BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2020-06-01 15:00:09,215,2006,316001262,49.42127,-123.42392,18.1,268.6,-0.024432178152652702,-0.9997014897811831
2020-06-01 15:00:28,216,2007,316001262,49.42123,-123.42638,18.2,268.5,-0.026176948307873482,-0.9996573249755573
2020-06-01 15:01:48,228,2118,316001262,49.42104,-123.43675,18.3,268.1,-0.03315517838852618,-0.9994502159417572
2020-06-01 15:02:49,217,2012,316001262,49.42133,-123.44469,17.8,287.1,0.29404032523230383,-0.9557930147983301
2020-06-01 15:03:50,219,2021,316001262,49.4243,-123.45042,17.8,323.6,0.8048937973559143,-0.5934188866037012
2020-06-01 15:05:08,221,2037,316001262,49.4299,-123.45641,19.1,325.9,0.8280603346224942,-0.5606389945632422
2020-06-01 15:06:09,218,2020,316001262,49.43343,-123.45996,12.7,326.1,0.8300122850953675,-0.55774510897969
2020-06-01 15:07:19,220,2032,316001262,49.43594,-123.46396,9.3,283.4,0.2317479034941568,-0.9727758782093967
2020-06-01 15:08:28,222,2038,316001262,49.43595,-123.46749,5.6,261.3,-0.15126082024721882,-0.9884938868086836
2020-06-01 15:09:39,223,2041,316001262,49.4355,-123.46985,4.2,236.6,-0.5504807400849958,-0.8348478632634063
