BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2020-06-01 00:00:04,2,17,258954000,49.32549,-123.27943,8.6,338.4,0.9297764858882511,-0.3681245526846787
2020-06-01 00:00:15,0,2,258954000,49.32591,-123.27967,8.7,339.5,0.9366721892483976,-0.35020738125946765
2020-06-01 00:01:15,1,16,258954000,49.32826,-123.28109,9.3,338.6,0.9310558158625283,-0.3648767843376198
2020-06-01 00:02:23,3,22,258954000,49.33111,-123.28279,9.8,337.7,0.9252097183857821,-0.3794561595290051
2020-06-01 00:03:34,4,28,258954000,49.33416,-123.28478,10.3,336.4,0.9163627295622394,-0.4003490325568953
2020-06-01 00:04:54,5,35,258954000,49.33774,-123.28709,10.6,337.9,0.9265286308718372,-0.3762242631393658
2020-06-01 00:05:55,10,63,258954000,49.34049,-123.28889,10.9,337.0,0.9205048534524403,-0.3907311284892739
2020-06-01 00:07:04,6,41,258954000,49.3438,-123.29097,11.1,337.3,0.9225380894562465,-0.38590604232431824
2020-06-01 00:08:23,7,46,258954000,49.34763,-123.29336,11.4,338.0,0.9271838545667873,-0.37460659341591235
2020-06-01 00:09:34,8,52,258954000,49.35114,-123.29559,11.7,337.3,0.9225380894562465,-0.38590604232431824
