,MMSI,BaseDateTime,LAT,LON,SOG,COG
190,316022038,2020-06-01T00:46:32,49.29046,-123.33895,9.2,306.7
200,316022038,2020-06-01T00:47:43,49.29227,-123.34265,9.2,305.7
205,316022038,2020-06-01T00:48:53,49.29394,-123.34643,9.3,304.0
210,316022038,2020-06-01T00:51:22,49.29732,-123.35449,8.3,299.7
217,316022038,2020-06-01T00:53:33,49.29972,-123.36049,7.6,299.3
222,316022038,2020-06-01T00:54:42,49.30085,-123.36379,7.5,294.3
227,316022038,2020-06-01T00:56:02,49.30182,-123.3677,7.3,285.5
236,316022038,2020-06-01T00:57:22,49.30164,-123.37166,6.9,219.9
247,316022038,2020-06-01T00:52:32,49.29864,-123.35774,7.5,301.8
258,316022038,2020-06-01T01:00:03,49.29989,-123.37011,2.5,143.3
263,316022038,2020-06-01T01:02:13,49.2988,-123.36886,2.2,142.5
272,316022038,2020-06-01T01:03:22,49.29855,-123.36768,8.8,123.6
275,316022038,2020-06-01T01:01:12,49.2993,-123.36945,2.0,146.8
281,316022038,2020-06-01T01:05:43,49.29577,-123.36373,4.3,171.4
283,316022038,2020-06-01T01:04:23,49.29693,-123.36512,5.7,128.4
284,316022038,2020-06-01T01:06:53,49.29428,-123.36157,9.4,137.4
296,316022038,2020-06-01T01:08:03,49.29209,-123.35854,8.4,140.8
300,316022038,2020-06-01T01:09:12,49.29118,-123.35708,3.9,355.8
302,316022038,2020-06-01T00:50:03,49.29558,-123.35015,9.2,304.6
305,316022038,2020-06-01T01:10:22,49.2933,-123.35959,6.7,307.1
309,316022038,2020-06-01T01:11:43,49.29321,-123.36027,1.8,133.5
311,316022038,2020-06-01T01:12:52,49.29273,-123.35957,1.8,132.3
314,316022038,2020-06-01T01:14:03,49.29224,-123.35883,1.6,136.3
317,316022038,2020-06-01T01:15:12,49.2918,-123.35812,2.0,127.8
323,316022038,2020-06-01T00:58:32,49.30069,-123.37111,2.3,139.0
324,316022038,2020-06-01T00:59:42,49.30007,-123.37031,2.5,142.4
328,316022038,2020-06-01T01:17:33,49.29065,-123.35637,2.3,137.2
330,316022038,2020-06-01T01:18:42,49.29008,-123.35558,2.5,140.4
349,316022038,2020-06-01T01:16:23,49.2912,-123.35721,3.4,131.5
