BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2020-06-01 01:00:03,20,255,316001262,49.4177,-123.28638,20.1,143.6,-0.804893797355914,0.5934188866037015
2020-06-01 01:01:09,21,261,316001262,49.4128,-123.28064,20.3,142.4,-0.7922896433551906,0.6101451639012677
2020-06-01 01:02:13,22,266,316001262,49.40763,-123.27606,20.1,158.9,-0.9329535348254892,0.3599968081200511
2020-06-01 01:03:14,24,270,316001262,49.40215,-123.27328,20.1,160.9,-0.944948912157531,0.32721789897910375
2020-06-01 01:04:23,37,337,316001262,49.39597,-123.27163,19.8,175.8,-0.9973144772244581,0.07323819712763169
2020-06-01 01:05:26,25,278,316001262,49.39003,-123.27104,20.2,176.3,-0.997915618272179,0.06453230825295762
2020-06-01 01:06:39,27,294,316001262,49.38481,-123.27069,14.3,180.9,-0.9998766324816606,-0.015707317311820908
2020-06-01 01:07:45,26,292,316001262,49.38132,-123.27083,8.7,180.8,-0.9999025240093042,-0.013962180339145612
2020-06-01 01:08:50,28,297,316001262,49.37899,-123.27095,7.5,183.7,-0.997915618272179,-0.06453230825295783
2020-06-01 01:09:57,38,339,316001262,49.37715,-123.27132,5.6,190.3,-0.9838850379335415,-0.17880221511634983
