,MMSI,BaseDateTime,LAT,LON,SOG,COG
33,316037287,2020-06-01T00:05:40,49.35636,-123.27148,0.0,356.4
108,316037287,2020-06-01T00:23:40,49.35637,-123.27151,0.0,356.4
145,316037287,2020-06-01T00:35:40,49.35637,-123.27148,0.0,356.4
198,316037287,2020-06-01T00:47:40,49.35638,-123.27151,0.0,356.4
214,316037287,2020-06-01T00:53:40,49.35637,-123.27148,0.0,356.4
274,316037287,2020-06-01T01:05:40,49.35638,-123.27151,0.0,356.4
385,316037287,2020-06-01T01:41:41,49.35636,-123.27152,0.0,356.4
406,316037287,2020-06-01T01:47:42,49.35635,-123.27151,0.0,356.4
466,316037287,2020-06-01T02:05:42,49.35637,-123.27151,0.0,356.4
487,316037287,2020-06-01T02:20:40,49.35636,-123.27148,0.0,356.4
626,316037287,2020-06-01T03:20:39,49.35635,-123.27152,0.0,356.4
687,316037287,2020-06-01T03:44:40,49.35637,-123.27156,0.0,356.4
753,316037287,2020-06-01T04:08:40,49.35637,-123.27152,0.0,356.4
844,316037287,2020-06-01T04:38:43,49.35636,-123.27151,0.0,356.4
863,316037287,2020-06-01T04:47:39,49.35636,-123.27152,0.0,356.4
1051,316037287,2020-06-01T05:59:39,49.35636,-123.27148,0.0,356.4
1060,316037287,2020-06-01T03:11:40,49.35637,-123.27152,0.0,356.4
1099,316037287,2020-06-01T06:44:40,49.35636,-123.27148,0.0,356.4
1127,316037287,2020-06-01T03:23:40,49.35636,-123.27151,0.0,356.4
1143,316037287,2020-06-01T07:23:39,49.35633,-123.27153,0.0,356.4
1150,316037287,2020-06-01T07:35:40,49.35641,-123.27147,0.0,356.4
1159,316037287,2020-06-01T07:41:40,49.3564,-123.27147,0.0,356.4
1172,316037287,2020-06-01T07:53:42,49.35642,-123.27152,0.0,356.4
1186,316037287,2020-06-01T08:05:39,49.35637,-123.27148,0.0,356.4
1206,316037287,2020-06-01T08:29:40,49.35636,-123.27148,0.0,356.4
1303,316037287,2020-06-01T09:17:39,49.35641,-123.27151,0.0,356.4
1318,316037287,2020-06-01T09:23:39,49.35639,-123.27152,0.0,356.4
1334,316037287,2020-06-01T03:59:40,49.35636,-123.27153,0.0,356.4
1392,316037287,2020-06-01T10:17:40,49.35639,-123.27148,0.0,42.6
1444,316037287,2020-06-01T10:59:41,49.35634,-123.27148,0.0,42.6
1457,316037287,2020-06-01T11:11:39,49.35638,-123.27152,0.0,42.6
1473,316037287,2020-06-01T11:17:42,49.35637,-123.27153,0.0,42.6
1513,316037287,2020-06-01T11:29:39,49.35635,-123.27152,0.0,42.6
1588,316037287,2020-06-01T11:59:42,49.35635,-123.27155,0.0,42.6
1596,316037287,2020-06-01T12:05:41,49.35632,-123.27151,0.0,42.6
1604,316037287,2020-06-01T12:11:41,49.35636,-123.27151,0.0,42.6
1666,316037287,2020-06-01T12:35:40,49.35636,-123.27151,0.0,42.6
1681,316037287,2020-06-01T12:41:40,49.35637,-123.27148,0.0,42.6
1694,316037287,2020-06-01T12:47:40,49.35634,-123.27151,0.0,42.6
1738,316037287,2020-06-01T13:11:40,49.35636,-123.27151,0.0,42.6
1774,316037287,2020-06-01T13:26:39,49.35639,-123.27151,0.0,42.6
1783,316037287,2020-06-01T13:29:39,49.35638,-123.27151,0.0,42.6
1809,316037287,2020-06-01T13:35:39,49.3564,-123.27153,0.0,42.6
1824,316037287,2020-06-01T13:41:39,49.35638,-123.27153,0.0,42.6
1838,316037287,2020-06-01T13:47:41,49.35639,-123.27152,0.0,42.6
1858,316037287,2020-06-01T13:53:40,49.35637,-123.27148,0.0,42.6
1874,316037287,2020-06-01T13:59:40,49.35635,-123.27152,0.0,42.6
1945,316037287,2020-06-01T14:35:40,49.35635,-123.27145,0.0,42.6
2123,316037287,2020-06-01T15:41:39,49.35637,-123.27152,0.0,42.6
2127,316037287,2020-06-01T15:05:40,49.35639,-123.27148,0.0,42.6
2143,316037287,2020-06-01T15:50:39,49.35636,-123.27152,0.0,42.6
2158,316037287,2020-06-01T15:56:40,49.35638,-123.27151,0.0,42.6
2208,316037287,2020-06-01T05:23:42,49.35638,-123.27147,0.0,356.4
2240,316037287,2020-06-01T16:23:42,49.35637,-123.27151,0.0,42.6
2250,316037287,2020-06-01T16:14:40,49.35639,-123.27148,0.0,42.6
2343,316037287,2020-06-01T16:59:39,49.35633,-123.27147,0.0,42.6
2419,316037287,2020-06-01T17:23:40,49.3564,-123.27148,0.0,42.6
2643,316037287,2020-06-01T18:05:40,49.35636,-123.27151,0.0,42.6
2760,316037287,2020-06-01T19:11:39,49.35638,-123.27151,0.0,42.6
2880,316037287,2020-06-01T19:05:39,49.35635,-123.27153,0.0,42.6
2946,316037287,2020-06-01T19:59:40,49.3564,-123.27152,0.0,42.6
2996,316037287,2020-06-01T20:11:40,49.35638,-123.27152,0.0,42.6
3013,316037287,2020-06-01T16:11:40,49.3564,-123.27148,0.0,42.6
3042,316037287,2020-06-01T16:17:40,49.35636,-123.27152,0.0,42.6
3236,316037287,2020-06-01T21:35:39,49.35637,-123.27151,0.0,40.9
3304,316037287,2020-06-01T21:41:40,49.35636,-123.27152,0.0,40.9
3308,316037287,2020-06-01T21:53:39,49.35632,-123.27153,0.0,40.9
3588,316037287,2020-06-01T23:08:40,49.35638,-123.27151,0.0,40.9
3688,316037287,2020-06-01T23:35:39,49.35637,-123.27152,0.0,40.9
3692,316037287,2020-06-01T18:53:40,49.35637,-123.27148,0.0,42.6
3809,316037287,2020-06-01T20:41:40,49.35635,-123.27148,0.0,42.6
3867,316037287,2020-06-01T21:59:40,49.35635,-123.27155,0.0,40.9
3869,316037287,2020-06-01T11:08:40,49.35636,-123.27152,0.0,42.6
3911,316037287,2020-06-01T22:29:39,49.35634,-123.27155,0.0,40.9
3931,316037287,2020-06-01T12:23:40,49.35637,-123.27151,0.0,42.6
3932,316037287,2020-06-01T12:26:40,49.35636,-123.27151,0.0,42.6
4196,316037287,2020-06-01T21:14:40,49.35637,-123.27151,0.0,42.6
4227,316037287,2020-06-01T22:17:39,49.35638,-123.27152,0.0,40.9
