,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,27,316021258,2020-06-01 00:03:18,49.37619,-123.27373,0.0,352.0
1,189,316021258,2020-06-01 00:45:20,49.37618,-123.2737,0.0,347.1
2,229,316021258,2020-06-01 00:57:19,49.37619,-123.27369,0.0,347.1
3,262,316021258,2020-06-01 01:03:19,49.37618,-123.27368,0.0,347.1
4,298,316021258,2020-06-01 01:09:19,49.37619,-123.2737,0.0,347.1
5,354,316021258,2020-06-01 01:27:18,49.37619,-123.2737,0.0,296.6
11,507,316021258,2020-06-01 01:33:19,49.37618,-123.27371,0.0,296.6
6,379,316021258,2020-06-01 01:39:18,49.37618,-123.2737,0.0,296.6
7,393,316021258,2020-06-01 01:45:19,49.3762,-123.27368,0.0,296.6
8,432,316021258,2020-06-01 01:57:20,49.37618,-123.2737,0.1,292.9
9,453,316021258,2020-06-01 02:03:21,49.37619,-123.2737,0.0,292.9
10,479,316021258,2020-06-01 02:15:20,49.37623,-123.2737,0.0,292.9
20,715,316021258,2020-06-01 02:21:18,49.37622,-123.2737,0.0,292.9
12,510,316021258,2020-06-01 02:33:19,49.37619,-123.27369,0.0,292.9
13,517,316021258,2020-06-01 02:39:19,49.37621,-123.27369,0.0,292.9
14,525,316021258,2020-06-01 02:45:19,49.37618,-123.27369,0.0,292.9
16,576,316021258,2020-06-01 02:57:21,49.37618,-123.27369,0.0,292.9
15,573,316021258,2020-06-01 03:03:23,49.37619,-123.27367,0.0,292.9
17,613,316021258,2020-06-01 03:15:18,49.37619,-123.27365,0.0,292.9
36,1121,316021258,2020-06-01 03:21:19,49.37621,-123.27368,0.0,292.9
38,1126,316021258,2020-06-01 03:24:19,49.37617,-123.27368,0.0,292.9
18,644,316021258,2020-06-01 03:27:21,49.37618,-123.27371,0.1,292.9
19,662,316021258,2020-06-01 03:33:19,49.37621,-123.27366,0.0,292.9
21,786,316021258,2020-06-01 04:21:19,49.37618,-123.27366,0.0,292.9
63,1511,316021258,2020-06-01 04:27:18,49.37617,-123.27365,0.0,292.9
22,827,316021258,2020-06-01 04:33:19,49.37615,-123.27369,0.0,292.9
23,869,316021258,2020-06-01 04:51:19,49.37617,-123.27371,0.0,292.9
24,922,316021258,2020-06-01 05:09:19,49.37619,-123.27371,0.0,255.3
25,942,316021258,2020-06-01 05:15:18,49.37618,-123.2737,0.0,255.3
83,2199,316021258,2020-06-01 05:21:19,49.37618,-123.2737,0.0,255.3
85,2229,316021258,2020-06-01 05:27:19,49.37617,-123.27371,0.0,255.3
26,981,316021258,2020-06-01 05:33:19,49.37619,-123.2737,0.0,255.3
27,1009,316021258,2020-06-01 05:45:18,49.37621,-123.2737,0.0,255.3
28,1027,316021258,2020-06-01 05:51:19,49.37619,-123.27375,0.0,255.3
29,1044,316021258,2020-06-01 05:57:19,49.3762,-123.27371,0.0,255.3
30,1058,316021258,2020-06-01 06:03:19,49.37615,-123.27376,0.0,255.3
88,2466,316021258,2020-06-01 06:21:18,49.37622,-123.27368,0.0,285.6
31,1083,316021258,2020-06-01 06:27:19,49.37622,-123.27368,0.1,285.6
32,1100,316021258,2020-06-01 06:45:19,49.37618,-123.27369,0.0,286.7
33,1107,316021258,2020-06-01 06:51:19,49.37619,-123.27372,0.0,305.2
34,1113,316021258,2020-06-01 06:57:19,49.37622,-123.27371,0.0,305.2
35,1119,316021258,2020-06-01 07:03:19,49.37622,-123.2737,0.0,305.2
37,1123,316021258,2020-06-01 07:09:19,49.37622,-123.2737,0.0,305.2
39,1131,316021258,2020-06-01 07:15:19,49.37622,-123.27372,0.0,305.2
40,1136,316021258,2020-06-01 07:18:20,49.3762,-123.27371,0.0,305.2
41,1140,316021258,2020-06-01 07:21:19,49.37622,-123.27369,0.0,305.2
42,1166,316021258,2020-06-01 07:45:21,49.37619,-123.27367,0.0,305.2
43,1192,316021258,2020-06-01 08:15:19,49.3762,-123.27371,0.0,305.2
44,1196,316021258,2020-06-01 08:18:19,49.37622,-123.2737,0.0,305.2
45,1207,316021258,2020-06-01 08:30:20,49.37619,-123.27369,0.0,305.2
46,1213,316021258,2020-06-01 08:33:18,49.3762,-123.27371,0.0,305.2
47,1230,316021258,2020-06-01 08:42:19,49.37617,-123.27369,0.0,305.2
109,3743,316021258,2020-06-01 08:51:18,49.37619,-123.27369,0.0,305.2
49,1268,316021258,2020-06-01 09:00:18,49.37621,-123.27372,0.0,305.2
48,1263,316021258,2020-06-01 09:00:18,49.37621,-123.27372,0.0,305.2
