BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2020-06-01 04:00:05,144,731,316001262,49.42583,-123.29491,17.9,328.5,0.8526401643540923,-0.5224985647159487
2020-06-01 04:00:23,145,733,316001262,49.42703,-123.29623,17.6,320.2,0.768283523593523,-0.6401096994849559
2020-06-01 04:01:06,149,741,316001262,49.42913,-123.30038,17.1,295.1,0.42419942274539024,-0.9055687990111395
2020-06-01 04:02:09,147,736,316001262,49.42973,-123.3079,17.7,262.5,-0.13052619222005163,-0.9914448613738104
2020-06-01 04:03:17,148,740,316001262,49.42876,-123.31655,18.3,260.2,-0.17020949916603276,-0.9854078984834901
2020-06-01 04:04:28,150,744,316001262,49.42773,-123.32576,18.1,260.1,-0.17192910027940964,-0.9851093261547739
2020-06-01 04:05:40,151,746,316001262,49.42672,-123.33477,18.1,259.8,-0.17708474031958307,-0.984195607969242
2020-06-01 04:06:41,152,748,316001262,49.42585,-123.34248,18.0,260.1,-0.17192910027940964,-0.9851093261547739
2020-06-01 04:07:42,153,752,316001262,49.42498,-123.35017,18.0,260.1,-0.17192910027940964,-0.9851093261547739
2020-06-01 04:08:53,154,755,316001262,49.42397,-123.35908,17.9,260.3,-0.1684893795650029,-0.9857034690888535
2020-06-01 04:09:55,155,757,316001262,49.42307,-123.36686,17.9,260.6,-0.163325962241622,-0.9865721616069695
