,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
1,6,316007654,2020-06-01 00:00:05,49.3174,-123.40024,2.0,112.6
0,0,316007654,2020-06-01 00:00:14,49.31736,-123.40011,2.0,115.9
2,10,316007654,2020-06-01 00:01:14,49.31705,-123.3994,2.0,121.1
3,20,316007654,2020-06-01 00:02:24,49.31673,-123.39855,2.0,127.1
4,29,316007654,2020-06-01 00:03:35,49.31635,-123.39772,2.0,120.9
5,30,316007654,2020-06-01 00:04:45,49.31606,-123.39685,2.0,120.9
6,37,316007654,2020-06-01 00:05:55,49.31571,-123.39605,2.0,132.2
8,51,316007654,2020-06-01 00:07:15,49.31533,-123.39502,2.0,129.8
7,50,316007654,2020-06-01 00:08:25,49.31485,-123.39432,1.9,125.7
9,53,316007654,2020-06-01 00:09:35,49.31435,-123.39364,2.1,119.5
10,56,316007654,2020-06-01 00:10:44,49.31403,-123.3928,2.0,121.5
11,59,316007654,2020-06-01 00:11:55,49.3136,-123.39204,2.0,120.9
12,66,316007654,2020-06-01 00:13:04,49.31321,-123.39126,1.9,128.1
13,67,316007654,2020-06-01 00:14:15,49.31277,-123.39055,2.1,132.9
14,75,316007654,2020-06-01 00:15:24,49.31238,-123.38983,2.0,138.0
15,76,316007654,2020-06-01 00:16:44,49.31193,-123.38891,1.9,130.1
33,174,316007654,2020-06-01 00:17:54,49.31158,-123.38809,2.0,135.0
16,85,316007654,2020-06-01 00:19:06,49.31116,-123.38734,1.9,127.3
17,87,316007654,2020-06-01 00:20:15,49.31071,-123.38669,2.0,134.2
18,96,316007654,2020-06-01 00:21:24,49.31035,-123.3859,1.9,140.3
19,102,316007654,2020-06-01 00:22:25,49.30993,-123.38535,2.4,120.4
20,106,316007654,2020-06-01 00:23:45,49.30955,-123.38434,2.1,115.3
21,111,316007654,2020-06-01 00:24:54,49.30916,-123.38349,2.1,131.9
22,116,316007654,2020-06-01 00:26:06,49.30877,-123.38266,2.1,122.5
23,118,316007654,2020-06-01 00:27:15,49.30834,-123.38188,2.0,138.5
25,124,316007654,2020-06-01 00:28:25,49.30794,-123.38108,2.0,129.0
24,123,316007654,2020-06-01 00:30:05,49.30731,-123.38,2.1,131.5
26,139,316007654,2020-06-01 00:31:16,49.30687,-123.37929,2.1,124.8
27,141,316007654,2020-06-01 00:32:34,49.30629,-123.37859,2.0,142.7
29,149,316007654,2020-06-01 00:33:45,49.30582,-123.37789,2.0,132.9
42,218,316007654,2020-06-01 00:34:55,49.3053,-123.37727,2.1,150.2
28,148,316007654,2020-06-01 00:36:04,49.30481,-123.37666,2.0,145.4
30,155,316007654,2020-06-01 00:37:15,49.30425,-123.37609,2.0,150.4
31,170,316007654,2020-06-01 00:38:24,49.3038,-123.37547,2.2,119.9
34,178,316007654,2020-06-01 00:39:25,49.30337,-123.37494,2.0,148.3
32,173,316007654,2020-06-01 00:40:35,49.30287,-123.37434,2.0,142.1
45,237,316007654,2020-06-01 00:42:15,49.30213,-123.37356,2.1,133.9
35,182,316007654,2020-06-01 00:43:25,49.30166,-123.3729,2.0,133.2
36,185,316007654,2020-06-01 00:44:35,49.30125,-123.3721,2.1,132.7
37,193,316007654,2020-06-01 00:45:45,49.30076,-123.37143,1.9,143.0
57,295,316007654,2020-06-01 00:46:55,49.30027,-123.3708,2.0,121.3
38,196,316007654,2020-06-01 00:47:59,49.2998,-123.3703,2.0,145.9
46,241,316007654,2020-06-01 00:49:05,49.2994,-123.36956,2.0,146.8
47,242,316007654,2020-06-01 00:50:07,49.29894,-123.36904,2.3,112.4
39,208,316007654,2020-06-01 00:51:15,49.29853,-123.36829,2.0,135.4
40,211,316007654,2020-06-01 00:52:16,49.29812,-123.36768,2.3,108.5
41,212,316007654,2020-06-01 00:53:25,49.29766,-123.36696,2.1,156.1
43,221,316007654,2020-06-01 00:54:46,49.29709,-123.3662,2.0,143.0
44,226,316007654,2020-06-01 00:55:55,49.2966,-123.36556,2.1,131.4
51,265,316007654,2020-06-01 00:57:15,49.29605,-123.36474,2.1,148.6
60,322,316007654,2020-06-01 00:58:24,49.29556,-123.36408,2.2,147.3
48,245,316007654,2020-06-01 00:59:35,49.29499,-123.3634,2.3,133.6
49,252,316007654,2020-06-01 01:00:05,49.29476,-123.36304,2.4,136.8
50,259,316007654,2020-06-01 01:01:15,49.29418,-123.36226,2.3,136.8
61,331,316007654,2020-06-01 01:02:25,49.29366,-123.36143,2.2,135.5
52,271,316007654,2020-06-01 01:03:35,49.29313,-123.3607,2.1,142.1
53,276,316007654,2020-06-01 01:05:05,49.29252,-123.35976,2.2,130.6
55,289,316007654,2020-06-01 01:06:15,49.29202,-123.35904,2.1,126.0
54,282,316007654,2020-06-01 01:07:24,49.29155,-123.35828,2.1,132.9
56,291,316007654,2020-06-01 01:08:35,49.29118,-123.35742,2.1,123.7
58,299,316007654,2020-06-01 01:09:45,49.29069,-123.35668,2.0,127.7
59,306,316007654,2020-06-01 01:10:54,49.29021,-123.35594,2.0,136.8
