BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2020-06-01 19:00:03,14,2716,316003676,49.32328,-123.30803,6.5,268.5,-0.026176948307873482,-0.9996573249755573
2020-06-01 19:01:06,52,3715,316003676,49.32323,-123.31086,6.2,267.3,-0.047106450709642575,-0.99888987496197
2020-06-01 19:02:10,18,2732,316003676,49.32315,-123.31358,6.0,268.3,-0.02966624408511087,-0.999559860119384
2020-06-01 19:03:20,53,3716,316003676,49.32309,-123.31654,5.9,267.6,-0.041875653729198985,-0.9991228300988584
2020-06-01 19:04:23,16,2724,316003676,49.32302,-123.31922,5.9,268.7,-0.022687333572781906,-0.9997426093226983
2020-06-01 19:05:27,17,2730,316003676,49.32298,-123.32186,5.9,268.5,-0.026176948307873482,-0.9996573249755573
2020-06-01 19:06:30,19,2733,316003676,49.32292,-123.32448,5.9,267.4,-0.04536298812925469,-0.9989705697907146
2020-06-01 19:07:37,64,4133,316003676,49.32284,-123.32728,5.9,268.2,-0.0314107590781283,-0.9995065603657316
2020-06-01 19:08:40,20,2761,316003676,49.32281,-123.32992,5.9,270.1,0.0017453283658989047,-0.9999984769132877
2020-06-01 19:09:43,40,2897,316003676,49.32276,-123.3326,5.9,267.6,-0.041875653729198985,-0.9991228300988584
