,MMSI,BaseDateTime,LAT,LON,SOG,COG
2,258954000,2020-06-01T00:00:15,49.32591,-123.27967,8.7,339.5
16,258954000,2020-06-01T00:01:15,49.32826,-123.28109,9.3,338.6
17,258954000,2020-06-01T00:00:04,49.32549,-123.27943,8.6,338.4
22,258954000,2020-06-01T00:02:23,49.33111,-123.28279,9.8,337.7
28,258954000,2020-06-01T00:03:34,49.33416,-123.28478,10.3,336.4
35,258954000,2020-06-01T00:04:54,49.33774,-123.28709,10.6,337.9
41,258954000,2020-06-01T00:07:04,49.3438,-123.29097,11.1,337.3
46,258954000,2020-06-01T00:08:23,49.34763,-123.29336,11.4,338.0
52,258954000,2020-06-01T00:09:34,49.35114,-123.29559,11.7,337.3
62,258954000,2020-06-01T00:12:05,49.3588,-123.3006,12.2,337.0
63,258954000,2020-06-01T00:05:55,49.34049,-123.28889,10.9,337.0
69,258954000,2020-06-01T00:13:15,49.36254,-123.30286,12.3,342.9
73,258954000,2020-06-01T00:15:44,49.37089,-123.30355,12.3,7.2
77,258954000,2020-06-01T00:16:55,49.37498,-123.30273,12.5,7.5
91,258954000,2020-06-01T00:19:24,49.38358,-123.30098,12.7,8.0
92,258954000,2020-06-01T00:20:33,49.38766,-123.30052,12.7,4.1
93,258954000,2020-06-01T00:22:14,49.39362,-123.29918,13.0,9.1
105,258954000,2020-06-01T00:23:33,49.39834,-123.29796,13.1,9.4
115,258954000,2020-06-01T00:26:03,49.40747,-123.29575,13.4,7.3
119,258954000,2020-06-01T00:24:54,49.40324,-123.29666,13.3,10.0
121,258954000,2020-06-01T00:27:14,49.41188,-123.29486,13.6,7.7
129,258954000,2020-06-01T00:29:54,49.42196,-123.29262,13.9,8.0
131,258954000,2020-06-01T00:28:24,49.41626,-123.29391,13.7,7.8
136,258954000,2020-06-01T00:31:03,49.42639,-123.29165,14.0,7.6
138,258954000,2020-06-01T00:33:24,49.43545,-123.28967,14.2,8.1
150,258954000,2020-06-01T00:10:53,49.35514,-123.29821,11.9,336.1
163,258954000,2020-06-01T00:14:24,49.36637,-123.30396,12.3,354.5
175,258954000,2020-06-01T00:18:15,49.37962,-123.30178,12.6,7.6
213,258954000,2020-06-01T00:32:06,49.43038,-123.29076,14.1,8.0
