MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
338335542,2019-09-07T00:15:50,31.16744,-81.41487,0.0,149.5,511.0,STILL WATERS,IMO0000000,,37.0,,16.0,6.0,,,B
367305420,2019-09-07T00:15:27,31.14345,-81.49677,0.0,268.5,511.0,DOROTHY MORAN,IMO7716995,WXU4654,31.0,0.0,30.0,9.0,3.9,,A
367063030,2019-09-07T00:16:09,31.09749,-81.33685,4.2,96.0,511.0,EMERALD PRINCESS II,IMO8993057,WDC6906,60.0,0.0,51.0,12.0,,60.0,A
367753660,2019-09-07T00:15:29,31.15608,-81.49919,0.0,226.4,511.0,AQUAMARINE,,WDI9937,37.0,,,,,,B
367157730,2019-09-07T00:16:19,31.15824,-81.4993,0.0,71.3,189.0,AESTIVAL,,WBD6821,37.0,,15.0,4.0,,,B
338235704,2019-09-07T00:16:01,31.11151,-81.35508,24.1,309.2,511.0,BRUNSWICK,IMO0000000,,50.0,,15.0,5.0,,,B
367073890,2019-09-07T00:16:06,31.14211,-81.49632,0.0,360.0,511.0,MISS LUPE,IMO8842674,WDC7603,30.0,15.0,23.0,6.0,,,A
367305420,2019-09-07T00:17:56,31.14345,-81.49676,0.0,262.2,511.0,DOROTHY MORAN,IMO7716995,WXU4654,31.0,0.0,30.0,9.0,3.9,,A
367063030,2019-09-07T00:18:08,31.09626,-81.33437,4.4,138.0,511.0,EMERALD PRINCESS II,IMO8993057,WDC6906,60.0,0.0,51.0,12.0,,60.0,A
338184094,2019-09-07T00:16:59,31.15499,-81.49958,0.0,115.7,511.0,DULCINEA,,,37.0,,11.0,,,,B
367305420,2019-09-07T00:16:36,31.14346,-81.49677,0.0,356.3,511.0,DOROTHY MORAN,IMO7716995,WXU4654,31.0,0.0,30.0,9.0,3.9,,A
367369550,2019-09-07T00:14:46,31.14309,-81.49664,0.0,36.1,166.0,ANN MORAN,IMO7716983,WUW9636,31.0,0.0,32.0,9.0,3.9,52.0,A
367617760,2019-09-07T00:17:15,31.13899,-81.49539,0.0,149.4,511.0,CAPT JACK,IMO0000000,,30.0,,0.0,0.0,,,B
369273000,2019-09-07T00:17:13,31.16039,-81.49997,0.0,328.2,511.0,ESCAPE PLAN,IMO0000000,WDJ6018,36.0,,13.0,7.0,,,B
369201000,2019-09-07T00:15:07,31.15671,-81.49927,0.0,14.3,511.0,SALTY VIXEN,,WDJ2910,37.0,,,,,,B
367369550,2019-09-07T00:17:15,31.14309,-81.49664,0.0,53.2,167.0,ANN MORAN,IMO7716983,WUW9636,31.0,0.0,32.0,9.0,3.9,52.0,A
367762440,2019-09-07T00:17:21,31.1542,-81.49951,0.0,149.1,511.0,SILVER GIRL II,,WDJ2861,37.0,,,,,,B
367073890,2019-09-07T00:14:55,31.14209,-81.49633,0.0,360.0,511.0,MISS LUPE,IMO8842674,WDC7603,30.0,15.0,23.0,6.0,,,A
339759000,2019-09-07T00:17:47,31.15717,-81.49973,0.0,272.6,0.0,REGALEC,,6YTT3,37.0,5.0,19.0,6.0,2.0,37.0,A
367753660,2019-09-07T00:18:29,31.15609,-81.49923,0.0,226.4,511.0,AQUAMARINE,,WDI9937,37.0,,,,,,B
367682410,2019-09-07T00:18:17,31.12202,-81.42339,0.0,265.5,511.0,GREAT WHITE,IMO9750646,WDI2852,90.0,,42.0,,,,B
367073890,2019-09-07T00:18:26,31.14211,-81.49632,0.0,360.0,511.0,MISS LUPE,IMO8842674,WDC7603,30.0,15.0,23.0,6.0,,,A
368004680,2019-09-07T00:16:27,31.16682,-81.41571,0.0,348.3,511.0,TAKE IT EASY,,WDJ7232,36.0,,,,,,B
367073890,2019-09-07T00:17:17,31.1421,-81.49632,0.0,360.0,511.0,MISS LUPE,IMO8842674,WDC7603,30.0,15.0,23.0,6.0,,,A
338235704,2019-09-07T00:18:00,31.12007,-81.36708,24.0,308.6,511.0,BRUNSWICK,IMO0000000,,50.0,,15.0,5.0,,,B
367369550,2019-09-07T00:18:45,31.14309,-81.49664,0.0,336.1,167.0,ANN MORAN,IMO7716983,WUW9636,31.0,0.0,32.0,9.0,3.9,52.0,A
368004680,2019-09-07T00:19:26,31.16681,-81.41572,0.0,348.3,511.0,TAKE IT EASY,,WDJ7232,36.0,,,,,,B
367305420,2019-09-07T00:19:36,31.14345,-81.49677,0.0,32.2,511.0,DOROTHY MORAN,IMO7716995,WXU4654,31.0,0.0,30.0,9.0,3.9,,A
367569620,2019-09-07T00:19:44,31.1672,-81.41449,0.0,161.7,511.0,PURA VIDA,,WDG7668,37.0,,14.0,,,,B
338335542,2019-09-07T00:18:50,31.16745,-81.41487,0.0,149.5,511.0,STILL WATERS,IMO0000000,,37.0,,16.0,6.0,,,B
367063030,2019-09-07T00:20:08,31.09443,-81.33343,3.1,176.0,511.0,EMERALD PRINCESS II,IMO8993057,WDC6906,60.0,0.0,51.0,12.0,,60.0,A
367369550,2019-09-07T00:20:15,31.1431,-81.49663,0.0,246.7,166.0,ANN MORAN,IMO7716983,WUW9636,31.0,0.0,32.0,9.0,3.9,52.0,A
367157730,2019-09-07T00:19:19,31.15825,-81.49931,0.0,71.3,189.0,AESTIVAL,,WBD6821,37.0,,15.0,4.0,,,B
367073890,2019-09-07T00:19:46,31.14211,-81.49631,0.0,360.0,511.0,MISS LUPE,IMO8842674,WDC7603,30.0,15.0,23.0,6.0,,,A
367305420,2019-09-07T00:20:56,31.14345,-81.49676,0.0,196.0,511.0,DOROTHY MORAN,IMO7716995,WXU4654,31.0,0.0,30.0,9.0,3.9,,A
367691290,2019-09-07T00:21:16,31.14182,-81.49629,0.0,360.0,511.0,MISS LEXY,IMO8719530,WDI3727,30.0,15.0,23.0,6.0,,,A
338235704,2019-09-07T00:19:30,31.12601,-81.37655,24.3,301.5,511.0,BRUNSWICK,IMO0000000,,50.0,,15.0,5.0,,,B
367762440,2019-09-07T00:20:22,31.15414,-81.49953,0.0,149.1,511.0,SILVER GIRL II,,WDJ2861,37.0,,,,,,B
369273000,2019-09-07T00:20:13,31.1604,-81.49997,0.0,328.2,511.0,ESCAPE PLAN,IMO0000000,WDJ6018,36.0,,13.0,7.0,,,B
367617760,2019-09-07T00:20:15,31.139,-81.49538,0.0,149.4,511.0,CAPT JACK,IMO0000000,,30.0,,0.0,0.0,,,B
367369550,2019-09-07T00:21:45,31.14309,-81.49664,0.0,68.5,166.0,ANN MORAN,IMO7716983,WUW9636,31.0,0.0,32.0,9.0,3.9,52.0,A
367073890,2019-09-07T00:21:26,31.14211,-81.49631,0.0,360.0,511.0,MISS LUPE,IMO8842674,WDC7603,30.0,15.0,23.0,6.0,,,A
338184094,2019-09-07T00:20:00,31.155,-81.49957,0.0,115.7,511.0,DULCINEA,,,37.0,,11.0,,,,B
367094180,2019-09-07T00:20:00,31.15501,-81.49941,0.0,239.4,511.0,CHICORY,,WDC8861,37.0,,14.0,4.0,,,B
339759000,2019-09-07T00:20:47,31.15715,-81.49973,0.0,272.2,0.0,REGALEC,,6YTT3,37.0,5.0,19.0,6.0,2.0,37.0,A
338235704,2019-09-07T00:21:30,31.13024,-81.39122,23.9,291.6,511.0,BRUNSWICK,IMO0000000,,50.0,,15.0,5.0,,,B
369201000,2019-09-07T00:21:08,31.15669,-81.49922,0.0,14.3,511.0,SALTY VIXEN,,WDJ2910,37.0,,,,,,B
338335542,2019-09-07T00:21:50,31.16743,-81.41487,0.0,149.5,511.0,STILL WATERS,IMO0000000,,37.0,,16.0,6.0,,,B
367063030,2019-09-07T00:21:19,31.09344,-81.3332,3.3,160.4,511.0,EMERALD PRINCESS II,IMO8993057,WDC6906,60.0,0.0,51.0,12.0,,60.0,A
367682410,2019-09-07T00:21:20,31.12202,-81.42342,0.0,282.4,511.0,GREAT WHITE,IMO9750646,WDI2852,90.0,,42.0,,,,B
367753660,2019-09-07T00:21:28,31.1561,-81.49925,0.0,226.4,511.0,AQUAMARINE,,WDI9937,37.0,,,,,,B
367691290,2019-09-07T00:22:26,31.14182,-81.49628,0.0,360.0,511.0,MISS LEXY,IMO8719530,WDI3727,30.0,15.0,23.0,6.0,,,A
367305420,2019-09-07T00:22:27,31.14345,-81.49677,0.0,291.5,511.0,DOROTHY MORAN,IMO7716995,WXU4654,31.0,0.0,30.0,9.0,3.9,,A
367691290,2019-09-07T00:23:35,31.14183,-81.49626,0.0,360.0,511.0,MISS LEXY,IMO8719530,WDI3727,30.0,15.0,23.0,6.0,,,A
367063030,2019-09-07T00:23:08,31.09257,-81.33196,2.2,91.2,511.0,EMERALD PRINCESS II,IMO8993057,WDC6906,60.0,0.0,51.0,12.0,,60.0,A
