,MMSI,BaseDateTime,LAT,LON,SOG,COG
7590,367347030,2019-09-08T16:12:02,31.15625,-81.49952,0.0,360.0
7654,367347030,2019-09-08T16:21:01,31.15624,-81.49952,0.0,360.0
7689,367347030,2019-09-08T16:26:59,31.15624,-81.49952,0.0,360.0
7706,367347030,2019-09-08T16:24:03,31.15624,-81.49952,0.0,360.0
7721,367347030,2019-09-08T16:30:00,31.15624,-81.49952,0.0,360.0
7728,367347030,2019-09-08T16:33:00,31.15625,-81.49952,0.0,360.0
7766,367347030,2019-09-08T16:35:59,31.15625,-81.49952,0.0,360.0
7769,367347030,2019-09-08T16:39:00,31.15624,-81.49952,0.0,360.0
7792,367347030,2019-09-08T16:41:59,31.15625,-81.49952,0.0,360.0
7813,367347030,2019-09-08T16:45:00,31.15625,-81.49951,0.0,360.0
7835,367347030,2019-09-08T16:47:59,31.15625,-81.49951,0.0,360.0
7859,367347030,2019-09-08T16:51:01,31.15625,-81.49951,0.0,360.0
7885,367347030,2019-09-08T16:54:00,31.15623,-81.49951,0.0,360.0
7895,367347030,2019-09-08T16:57:00,31.15625,-81.49952,0.0,360.0
7950,367347030,2019-09-08T17:02:59,31.15624,-81.49952,0.0,360.0
7976,367347030,2019-09-08T17:06:02,31.15625,-81.49952,0.0,360.0
7996,367347030,2019-09-08T17:08:59,31.15625,-81.49952,0.0,360.0
8017,367347030,2019-09-08T17:11:59,31.15625,-81.49952,0.0,360.0
8038,367347030,2019-09-08T17:15:01,31.15625,-81.49952,0.0,360.0
8069,367347030,2019-09-08T17:17:59,31.15626,-81.49952,0.0,360.0
8108,367347030,2019-09-08T17:23:59,31.15625,-81.49952,0.0,360.0
8137,367347030,2019-09-08T17:27:00,31.15625,-81.49952,0.0,360.0
8159,367347030,2019-09-08T17:30:01,31.15625,-81.49952,0.0,360.0
8199,367347030,2019-09-08T17:35:59,31.15625,-81.49952,0.0,360.0
8221,367347030,2019-09-08T17:38:59,31.15625,-81.49952,0.0,360.0
8280,367347030,2019-09-08T17:47:59,31.15625,-81.49952,0.0,360.0
8296,367347030,2019-09-08T17:51:00,31.15625,-81.49952,0.0,360.0
8310,367347030,2019-09-08T17:53:59,31.15626,-81.49952,0.0,360.0
8331,367347030,2019-09-08T17:57:00,31.15626,-81.49952,0.0,360.0
8375,367347030,2019-09-08T18:03:00,31.15625,-81.49954,0.0,360.0
8398,367347030,2019-09-08T18:06:00,31.15625,-81.49955,0.0,360.0
8418,367347030,2019-09-08T18:09:03,31.15625,-81.49955,0.0,360.0
8441,367347030,2019-09-08T18:11:59,31.15624,-81.49954,0.0,360.0
8458,367347030,2019-09-08T18:15:00,31.15624,-81.49955,0.0,360.0
8513,367347030,2019-09-08T18:21:00,31.15625,-81.49954,0.0,360.0
8537,367347030,2019-09-08T18:27:00,31.15624,-81.49955,0.0,360.0
8557,367347030,2019-09-08T18:30:01,31.15624,-81.49955,0.0,360.0
8573,367347030,2019-09-08T18:33:01,31.15625,-81.49955,0.0,360.0
8633,367347030,2019-09-08T18:38:59,31.15625,-81.49954,0.0,360.0
8655,367347030,2019-09-08T18:44:59,31.15625,-81.49954,0.0,360.0
8672,367347030,2019-09-08T18:48:01,31.15627,-81.49952,0.0,360.0
8709,367347030,2019-09-08T18:53:59,31.15625,-81.49954,0.0,360.0
8725,367347030,2019-09-08T18:51:00,31.15626,-81.49952,0.0,360.0
8740,367347030,2019-09-08T19:00:00,31.15625,-81.49952,0.0,360.0
8747,367347030,2019-09-08T19:00:00,31.15625,-81.49952,0.0,360.0
8768,367347030,2019-09-08T19:03:00,31.15625,-81.49952,0.0,360.0
8786,367347030,2019-09-08T19:06:00,31.15627,-81.49952,0.0,360.0
8832,367347030,2019-09-08T19:12:00,31.15626,-81.49952,0.0,360.0
8855,367347030,2019-09-08T19:15:00,31.15626,-81.49952,0.0,360.0
8873,367347030,2019-09-08T19:18:00,31.15626,-81.49952,0.0,360.0
8918,367347030,2019-09-08T19:24:00,31.15627,-81.49952,0.0,360.0
8943,367347030,2019-09-08T19:26:59,31.15626,-81.49952,0.0,360.0
8972,367347030,2019-09-08T19:33:00,31.15625,-81.49952,0.0,360.0
8988,367347030,2019-09-08T19:36:00,31.15625,-81.49952,0.0,360.0
9020,367347030,2019-09-08T19:42:00,31.15623,-81.49951,0.0,360.0
9077,367347030,2019-09-08T19:48:01,31.15623,-81.49951,0.0,360.0
9085,367347030,2019-09-08T19:51:01,31.15622,-81.49951,0.0,360.0
