BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2019-09-08 15:10:05,359,7193,338102856,31.13471,-81.41095,28.2,287.5,0.30070579950427345,-0.9537169507482268
2019-09-08 15:11:07,361,7211,338102856,31.13967,-81.41803,28.8,336.6,0.9177546256839813,-0.39714789063478034
2019-09-08 15:12:09,362,7212,338102856,31.14756,-81.42111,29.0,348.7,0.9806146585466129,-0.19594614424251808
2019-09-08 15:13:11,363,7221,338102856,31.15565,-81.42114,28.5,20.7,0.9354440308298674,0.35347484377925714
2019-09-08 15:14:13,364,7229,338102856,31.16164,-81.41767,7.3,31.8,0.849892692986864,0.5269557954966776
2019-09-08 15:15:15,368,7255,338102856,31.16306,-81.41678,5.5,27.6,0.8862035792312147,0.4632960351198617
2019-09-08 15:16:17,365,7237,338102856,31.16435,-81.41568,5.5,41.6,0.7477980904985319,0.6639262126522416
2019-09-08 15:17:23,366,7243,338102856,31.16576,-81.41456,5.5,36.6,0.8028174751911146,0.5962248749656158
2019-09-08 15:18:33,367,7254,338102856,31.1673,-81.41399,3.5,298.9,0.48328238325500195,-0.8754645270000181
2019-09-08 15:19:43,369,7265,338102856,31.16743,-81.41388,0.1,89.5,0.008726535498373897,0.9999619230641713
