BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2019-09-08 06:00:07,1,2522,338102856,31.16629,-81.41428,4.2,206.4,-0.8957117602394128,-0.44463517918492756
2019-09-08 06:01:28,2,2538,338102856,31.16461,-81.41544,15.6,207.2,-0.8894163732912976,-0.45709792705869384
2019-09-08 06:02:29,3,2554,338102856,31.15785,-81.42001,31.0,201.3,-0.9316912275855489,-0.36325123047297864
2019-09-08 06:03:31,4,2564,338102856,31.14908,-81.42062,31.1,168.4,-0.9795752495993441,0.20107792114596462
2019-09-08 06:04:33,5,2575,338102856,31.14044,-81.41891,30.7,163.2,-0.9573194975320672,0.2890317969444717
2019-09-08 06:05:35,6,2588,338102856,31.13548,-81.41129,30.6,107.9,-0.3073566177998071,0.9515944038794382
2019-09-08 06:06:39,10,2638,338102856,31.13369,-81.40091,26.3,97.9,-0.13744454603714668,0.9905094632383088
2019-09-08 06:07:43,7,2610,338102856,31.13321,-81.39696,1.5,75.3,0.2537579445848057,0.9672677527758767
2019-09-08 06:08:47,8,2619,338102856,31.13321,-81.39697,1.9,165.6,-0.9685831611286311,0.24868988716485482
2019-09-08 06:09:59,9,2622,338102856,31.13252,-81.39885,7.8,255.4,-0.25206935824311394,-0.9677091704819711
