BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2019-09-08 09:00:00,155,4237,338102861,31.12942,-81.40357,0.0,241.9,-0.4710118812194099,-0.8821268660176679
2019-09-08 09:01:06,156,4247,338102861,31.12943,-81.40357,0.1,207.9,-0.8837656300886934,-0.46792981426057356
2019-09-08 09:02:08,158,4260,338102861,31.12943,-81.40357,0.1,246.4,-0.40034903255689525,-0.9163627295622395
2019-09-08 09:03:12,159,4269,338102861,31.12949,-81.40352,0.4,11.2,0.9809551553491915,0.19423435121997196
2019-09-08 09:04:18,160,4287,338102861,31.12957,-81.40348,0.2,20.9,0.9342044743210295,0.35673799931962513
2019-09-08 09:05:30,161,4298,338102861,31.12956,-81.40341,0.6,115.0,-0.42261826174069933,0.90630778703665
2019-09-08 09:06:38,162,4305,338102861,31.12961,-81.40335,0.2,30.0,0.8660254037844387,0.49999999999999994
2019-09-08 09:07:52,163,4322,338102861,31.12945,-81.40318,0.7,145.5,-0.8241261886220157,0.5664062369248328
2019-09-08 09:08:54,164,4332,338102861,31.12941,-81.40308,0.2,110.0,-0.3420201433256687,0.9396926207859084
2019-09-08 09:09:58,165,4343,338102861,31.12939,-81.40301,0.3,122.6,-0.5387707850068632,0.8424523970071475
