,MMSI,BaseDateTime,LAT,LON,SOG,COG
4,369201000,2019-09-08T00:00:07,31.15671,-81.49925,0.0,14.3
24,369201000,2019-09-08T00:03:08,31.15667,-81.49925,0.0,14.3
47,369201000,2019-09-08T00:06:07,31.15671,-81.49925,0.0,14.3
71,369201000,2019-09-08T00:09:08,31.15671,-81.49925,0.0,14.3
97,369201000,2019-09-08T00:12:09,31.15671,-81.49926,0.0,14.3
114,369201000,2019-09-08T00:15:10,31.1567,-81.49924,0.0,14.3
162,369201000,2019-09-08T00:21:07,31.15668,-81.49923,0.0,14.3
183,369201000,2019-09-08T00:24:09,31.15669,-81.49923,0.0,14.3
212,369201000,2019-09-08T00:27:07,31.1567,-81.49921,0.0,14.3
232,369201000,2019-09-08T00:30:08,31.15669,-81.49922,0.0,14.3
255,369201000,2019-09-08T00:33:07,31.1567,-81.49923,0.0,14.3
277,369201000,2019-09-08T00:36:07,31.1567,-81.49921,0.0,14.3
313,369201000,2019-09-08T00:42:07,31.15668,-81.49924,0.0,14.3
319,369201000,2019-09-08T00:39:07,31.15669,-81.49923,0.0,14.3
327,369201000,2019-09-08T00:45:08,31.15671,-81.49925,0.0,14.3
359,369201000,2019-09-08T00:48:07,31.1567,-81.49926,0.0,14.3
391,369201000,2019-09-08T00:54:08,31.15668,-81.49923,0.0,14.3
410,369201000,2019-09-08T00:57:09,31.15669,-81.49921,0.0,14.3
454,369201000,2019-09-08T01:03:07,31.1567,-81.49923,0.0,14.3
458,369201000,2019-09-08T01:00:07,31.15669,-81.49922,0.0,14.3
479,369201000,2019-09-08T01:06:07,31.15671,-81.49923,0.0,14.3
501,369201000,2019-09-08T01:09:07,31.15672,-81.49923,0.0,14.3
530,369201000,2019-09-08T01:12:09,31.15669,-81.49924,0.0,14.3
546,369201000,2019-09-08T01:15:07,31.15669,-81.4992,0.0,14.3
566,369201000,2019-09-08T01:18:07,31.1567,-81.49921,0.0,14.3
587,369201000,2019-09-08T01:21:07,31.1567,-81.49921,0.0,14.3
630,369201000,2019-09-08T01:27:07,31.1567,-81.49925,0.0,14.3
649,369201000,2019-09-08T01:30:07,31.1567,-81.49924,0.0,14.3
662,369201000,2019-09-08T01:33:10,31.15671,-81.4992,0.0,14.3
693,369201000,2019-09-08T01:36:07,31.1567,-81.49922,0.0,14.3
711,369201000,2019-09-08T01:39:08,31.15669,-81.49921,0.0,14.3
724,369201000,2019-09-08T01:42:07,31.1567,-81.49924,0.0,14.3
743,369201000,2019-09-08T01:45:07,31.15672,-81.4992,0.0,14.3
771,369201000,2019-09-08T01:48:09,31.15671,-81.49919,0.0,14.3
786,369201000,2019-09-08T01:51:08,31.15671,-81.4992,0.0,14.3
798,369201000,2019-09-08T01:54:08,31.15673,-81.49917,0.0,14.3
826,369201000,2019-09-08T01:57:09,31.15671,-81.49921,0.0,14.3
844,369201000,2019-09-08T02:00:07,31.15671,-81.49921,0.0,14.3
880,369201000,2019-09-08T02:03:07,31.15671,-81.49922,0.0,14.3
891,369201000,2019-09-08T02:06:07,31.15672,-81.49922,0.0,14.3
914,369201000,2019-09-08T02:09:07,31.15669,-81.49923,0.0,14.3
935,369201000,2019-09-08T02:12:07,31.1567,-81.49924,0.0,14.3
959,369201000,2019-09-08T02:15:07,31.15669,-81.49922,0.0,14.3
979,369201000,2019-09-08T02:18:07,31.1567,-81.49924,0.0,14.3
1001,369201000,2019-09-08T02:21:07,31.15674,-81.49922,0.0,14.3
1024,369201000,2019-09-08T02:24:08,31.1567,-81.49924,0.0,14.3
1058,369201000,2019-09-08T02:27:08,31.1567,-81.49923,0.0,14.3
