BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2019-09-08 08:00:06,99,3665,338102861,31.1279,-81.40164,0.2,50.3,0.6387678175155977,0.7693995550468951
2019-09-08 08:01:08,101,3679,338102861,31.12777,-81.40194,1.3,240.1,-0.4984877397538308,-0.8668967489356025
2019-09-08 08:02:10,103,3699,338102861,31.12774,-81.40211,2.2,24.9,0.907044014291465,0.421035813367491
2019-09-08 08:03:12,102,3698,338102861,31.12728,-81.40214,1.2,191.1,-0.9812926639922452,-0.19252196652590725
2019-09-08 08:04:16,104,3706,338102861,31.12758,-81.40163,4.1,357.7,0.999194395114446,-0.04013179253256014
2019-09-08 08:05:20,105,3729,338102861,31.12819,-81.40172,1.9,73.3,0.2873605198497121,0.9578224948453149
2019-09-08 08:06:40,106,3733,338102861,31.12817,-81.40141,0.2,167.4,-0.9759167619387474,0.21814324139654231
2019-09-08 08:07:42,107,3745,338102861,31.12808,-81.40146,0.7,206.1,-0.8980275757606156,-0.4399391698559151
2019-09-08 08:08:44,108,3753,338102861,31.12812,-81.40136,1.9,92.3,-0.040131792532559614,0.999194395114446
2019-09-08 08:09:46,109,3759,338102861,31.12809,-81.40144,0.2,178.5,-0.9996573249755573,0.026176948307873423
