,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,16,369273000,2019-09-08 00:02:14,31.1604,-81.49997,0.0,328.2
1,43,369273000,2019-09-08 00:05:13,31.1604,-81.49997,0.0,328.2
2,65,369273000,2019-09-08 00:08:14,31.1604,-81.49997,0.0,328.2
3,88,369273000,2019-09-08 00:11:14,31.1604,-81.49997,0.0,328.2
4,109,369273000,2019-09-08 00:14:14,31.1604,-81.49999,0.0,328.2
5,139,369273000,2019-09-08 00:17:14,31.16041,-81.49997,0.0,328.2
6,158,369273000,2019-09-08 00:20:17,31.1604,-81.49997,0.0,328.2
7,180,369273000,2019-09-08 00:23:13,31.16039,-81.49999,0.0,328.2
8,200,369273000,2019-09-08 00:26:14,31.16041,-81.49997,0.0,328.2
9,227,369273000,2019-09-08 00:29:14,31.16042,-81.49996,0.0,328.2
10,245,369273000,2019-09-08 00:32:14,31.16041,-81.49995,0.0,328.2
11,261,369273000,2019-09-08 00:35:15,31.16042,-81.49997,0.0,328.2
12,290,369273000,2019-09-08 00:38:14,31.1604,-81.49999,0.0,328.2
13,299,369273000,2019-09-08 00:41:14,31.16041,-81.49997,0.0,328.2
14,323,369273000,2019-09-08 00:44:14,31.16042,-81.49997,0.0,328.2
15,352,369273000,2019-09-08 00:47:17,31.16042,-81.49995,0.0,328.2
16,371,369273000,2019-09-08 00:50:14,31.1604,-81.49997,0.0,328.2
17,405,369273000,2019-09-08 00:53:14,31.16042,-81.49997,0.0,328.2
18,407,369273000,2019-09-08 00:56:15,31.16042,-81.49997,0.0,328.2
19,427,369273000,2019-09-08 00:59:14,31.16042,-81.49996,0.0,328.2
20,448,369273000,2019-09-08 01:02:14,31.16041,-81.49997,0.0,328.2
21,475,369273000,2019-09-08 01:05:14,31.16041,-81.49999,0.0,328.2
22,496,369273000,2019-09-08 01:08:14,31.1604,-81.49997,0.0,328.2
23,519,369273000,2019-09-08 01:11:15,31.16041,-81.49997,0.0,328.2
24,541,369273000,2019-09-08 01:14:13,31.1604,-81.49997,0.0,328.2
25,562,369273000,2019-09-08 01:17:14,31.16042,-81.49997,0.0,328.2
26,577,369273000,2019-09-08 01:20:13,31.1604,-81.49997,0.0,328.2
27,619,369273000,2019-09-08 01:26:17,31.16041,-81.49999,0.0,328.2
28,632,369273000,2019-09-08 01:29:14,31.16041,-81.49997,0.0,328.2
29,656,369273000,2019-09-08 01:32:15,31.1604,-81.49997,0.0,328.2
30,681,369273000,2019-09-08 01:35:14,31.16041,-81.49997,0.0,328.2
31,708,369273000,2019-09-08 01:38:14,31.1604,-81.49997,0.0,328.2
32,725,369273000,2019-09-08 01:41:14,31.16041,-81.49999,0.0,328.2
33,738,369273000,2019-09-08 01:44:14,31.16039,-81.5,0.0,328.2
35,778,369273000,2019-09-08 01:47:14,31.16038,-81.5,0.0,328.2
34,761,369273000,2019-09-08 01:50:15,31.16039,-81.50001,0.0,328.2
36,792,369273000,2019-09-08 01:53:14,31.1604,-81.49997,0.0,328.2
37,823,369273000,2019-09-08 01:56:14,31.16041,-81.49999,0.0,328.2
38,834,369273000,2019-09-08 01:59:14,31.1604,-81.5,0.0,328.2
39,855,369273000,2019-09-08 02:02:14,31.16041,-81.49997,0.0,328.2
40,885,369273000,2019-09-08 02:05:14,31.16042,-81.49997,0.0,328.2
42,932,369273000,2019-09-08 02:08:14,31.1604,-81.49999,0.0,328.2
41,926,369273000,2019-09-08 02:11:14,31.1604,-81.49997,0.0,328.2
43,954,369273000,2019-09-08 02:14:14,31.1604,-81.49995,0.0,328.2
44,968,369273000,2019-09-08 02:17:14,31.16041,-81.49999,0.0,328.2
45,1002,369273000,2019-09-08 02:20:13,31.1604,-81.49997,0.0,328.2
46,1020,369273000,2019-09-08 02:23:13,31.1604,-81.49996,0.0,328.2
47,1031,369273000,2019-09-08 02:26:15,31.16041,-81.49997,0.0,328.2
48,1061,369273000,2019-09-08 02:29:16,31.16042,-81.49993,0.0,328.2
49,1084,369273000,2019-09-08 02:32:16,31.1604,-81.49996,0.0,328.2
50,1105,369273000,2019-09-08 02:35:13,31.1604,-81.49997,0.0,328.2
51,1121,369273000,2019-09-08 02:38:14,31.16041,-81.49996,0.0,328.2
52,1141,369273000,2019-09-08 02:41:15,31.1604,-81.49997,0.0,328.2
53,1157,369273000,2019-09-08 02:44:15,31.1604,-81.49997,0.0,328.2
54,1186,369273000,2019-09-08 02:47:14,31.16039,-81.49996,0.0,328.2
55,1202,369273000,2019-09-08 02:50:14,31.1604,-81.49996,0.0,328.2
56,1225,369273000,2019-09-08 02:53:14,31.1604,-81.49994,0.0,328.2
57,1235,369273000,2019-09-08 02:56:15,31.16039,-81.49997,0.0,328.2
58,1261,369273000,2019-09-08 02:59:15,31.16038,-81.49995,0.0,328.2
59,1279,369273000,2019-09-08 03:02:15,31.16042,-81.49996,0.0,328.2
60,1301,369273000,2019-09-08 03:05:15,31.1604,-81.49999,0.0,328.2
61,1322,369273000,2019-09-08 03:08:15,31.16041,-81.49997,0.0,328.2
62,1350,369273000,2019-09-08 03:11:14,31.16041,-81.49999,0.0,328.2
63,1362,369273000,2019-09-08 03:14:13,31.1604,-81.49999,0.0,328.2
64,1389,369273000,2019-09-08 03:17:14,31.1604,-81.49996,0.0,328.2
66,1431,369273000,2019-09-08 03:20:14,31.16042,-81.49997,0.0,328.2
65,1426,369273000,2019-09-08 03:23:15,31.16042,-81.49996,0.0,328.2
67,1455,369273000,2019-09-08 03:26:14,31.1604,-81.49997,0.0,328.2
68,1478,369273000,2019-09-08 03:29:15,31.16038,-81.49996,0.0,328.2
69,1485,369273000,2019-09-08 03:32:14,31.16044,-81.49995,0.0,328.2
70,1507,369273000,2019-09-08 03:35:13,31.16042,-81.49997,0.0,328.2
71,1524,369273000,2019-09-08 03:38:14,31.16043,-81.49995,0.0,328.2
72,1554,369273000,2019-09-08 03:41:16,31.16039,-81.49997,0.0,328.2
73,1574,369273000,2019-09-08 03:44:15,31.16044,-81.49996,0.0,328.2
74,1599,369273000,2019-09-08 03:47:14,31.16042,-81.49996,0.0,328.2
75,1621,369273000,2019-09-08 03:50:14,31.16041,-81.49997,0.0,328.2
76,1636,369273000,2019-09-08 03:53:15,31.1604,-81.49997,0.0,328.2
77,1651,369273000,2019-09-08 03:56:16,31.1604,-81.49996,0.0,328.2
78,1696,369273000,2019-09-08 04:02:15,31.16038,-81.49997,0.0,328.2
79,1714,369273000,2019-09-08 04:05:13,31.1604,-81.49997,0.0,328.2
80,1745,369273000,2019-09-08 04:08:14,31.16041,-81.49997,0.0,328.2
81,1765,369273000,2019-09-08 04:11:16,31.16042,-81.49997,0.0,328.2
82,1789,369273000,2019-09-08 04:14:15,31.1604,-81.49994,0.0,328.2
83,1818,369273000,2019-09-08 04:17:15,31.16041,-81.49997,0.0,328.2
84,1842,369273000,2019-09-08 04:20:15,31.1604,-81.49997,0.0,328.2
85,1866,369273000,2019-09-08 04:23:16,31.16042,-81.49997,0.0,328.2
86,1879,369273000,2019-09-08 04:26:14,31.1604,-81.49997,0.0,328.2
87,1908,369273000,2019-09-08 04:29:13,31.16042,-81.49997,0.0,328.2
88,1926,369273000,2019-09-08 04:32:13,31.16043,-81.49996,0.0,328.2
89,1943,369273000,2019-09-08 04:35:15,31.1604,-81.49997,0.0,328.2
90,1962,369273000,2019-09-08 04:38:14,31.1604,-81.49996,0.0,328.2
91,1980,369273000,2019-09-08 04:41:16,31.1604,-81.49997,0.0,328.2
92,1988,369273000,2019-09-08 04:44:14,31.1604,-81.49997,0.0,328.2
93,2013,369273000,2019-09-08 04:47:14,31.1604,-81.49997,0.0,328.2
95,2058,369273000,2019-09-08 04:50:15,31.16042,-81.49997,0.0,328.2
94,2035,369273000,2019-09-08 04:53:14,31.16041,-81.49997,0.0,328.2
96,2063,369273000,2019-09-08 04:56:14,31.1604,-81.49999,0.0,328.2
97,2075,369273000,2019-09-08 04:59:13,31.1604,-81.49999,0.0,328.2
98,2098,369273000,2019-09-08 05:02:15,31.16042,-81.49996,0.0,328.2
99,2138,369273000,2019-09-08 05:08:14,31.16041,-81.49997,0.0,328.2
100,2157,369273000,2019-09-08 05:11:15,31.16042,-81.49997,0.0,328.2
102,2203,369273000,2019-09-08 05:14:18,31.1604,-81.49997,0.0,328.2
101,2192,369273000,2019-09-08 05:17:15,31.16039,-81.49997,0.0,328.2
103,2223,369273000,2019-09-08 05:20:14,31.1604,-81.49997,0.0,328.2
104,2243,369273000,2019-09-08 05:23:14,31.16042,-81.49996,0.0,328.2
105,2267,369273000,2019-09-08 05:26:15,31.1604,-81.49996,0.0,328.2
106,2299,369273000,2019-09-08 05:29:14,31.16041,-81.49997,0.0,328.2
107,2315,369273000,2019-09-08 05:32:14,31.16038,-81.49996,0.0,328.2
108,2338,369273000,2019-09-08 05:35:14,31.1604,-81.49997,0.0,328.2
109,2362,369273000,2019-09-08 05:38:15,31.1604,-81.49997,0.0,328.2
110,2389,369273000,2019-09-08 05:41:14,31.16038,-81.49997,0.0,328.2
112,2412,369273000,2019-09-08 05:44:14,31.1604,-81.49997,0.0,328.2
111,2410,369273000,2019-09-08 05:47:14,31.16039,-81.49999,0.0,328.2
113,2452,369273000,2019-09-08 05:50:14,31.16041,-81.49999,0.0,328.2
114,2476,369273000,2019-09-08 05:53:14,31.16041,-81.49997,0.0,328.2
115,2495,369273000,2019-09-08 05:56:14,31.16041,-81.49995,0.0,328.2
116,2506,369273000,2019-09-08 05:59:14,31.16042,-81.49997,0.0,328.2
117,2542,369273000,2019-09-08 06:02:14,31.16042,-81.49997,0.0,328.2
118,2585,369273000,2019-09-08 06:05:14,31.1604,-81.49999,0.0,328.2
119,2614,369273000,2019-09-08 06:08:14,31.16042,-81.49997,0.0,328.2
120,2655,369273000,2019-09-08 06:11:14,31.16039,-81.50003,0.0,328.2
121,2684,369273000,2019-09-08 06:14:16,31.1604,-81.49999,0.0,328.2
123,2756,369273000,2019-09-08 06:17:14,31.16041,-81.49997,0.0,328.2
122,2737,369273000,2019-09-08 06:20:14,31.1604,-81.49999,0.0,328.2
124,2778,369273000,2019-09-08 06:23:15,31.16038,-81.49997,0.0,328.2
125,2804,369273000,2019-09-08 06:26:15,31.16041,-81.49994,0.0,328.2
127,2856,369273000,2019-09-08 06:29:13,31.1604,-81.5,0.0,328.2
126,2848,369273000,2019-09-08 06:32:13,31.16041,-81.49997,0.0,328.2
128,2887,369273000,2019-09-08 06:35:14,31.1604,-81.49999,0.0,328.2
129,2925,369273000,2019-09-08 06:38:14,31.1604,-81.49997,0.0,328.2
130,2948,369273000,2019-09-08 06:41:15,31.16039,-81.49997,0.0,328.2
131,2965,369273000,2019-09-08 06:44:13,31.16038,-81.49997,0.0,328.2
132,3003,369273000,2019-09-08 06:47:14,31.16038,-81.49999,0.0,328.2
133,3029,369273000,2019-09-08 06:50:15,31.16042,-81.49997,0.0,328.2
134,3053,369273000,2019-09-08 06:53:15,31.16039,-81.5,0.0,328.2
135,3066,369273000,2019-09-08 06:56:15,31.16039,-81.49996,0.0,328.2
136,3109,369273000,2019-09-08 06:59:14,31.16039,-81.49996,0.0,328.2
137,3126,369273000,2019-09-08 07:02:16,31.1604,-81.49999,0.0,328.2
138,3153,369273000,2019-09-08 07:05:15,31.1604,-81.49997,0.0,328.2
139,3187,369273000,2019-09-08 07:08:16,31.1604,-81.49997,0.0,328.2
141,3250,369273000,2019-09-08 07:11:14,31.1604,-81.49997,0.0,328.2
140,3240,369273000,2019-09-08 07:14:14,31.1604,-81.49997,0.0,328.2
142,3277,369273000,2019-09-08 07:17:14,31.16039,-81.49996,0.0,328.2
143,3304,369273000,2019-09-08 07:20:14,31.16039,-81.49999,0.0,328.2
