MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
316028292,2019-01-02T00:09:44,49.29676,-123.28317,1.5,184.5,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316001257,2019-01-02T00:09:53,49.32574,-123.38192,19.5,256.9,257.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316026464,2019-01-02T00:10:17,49.29946,-123.28266,1.5,180.3,222.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001247,2019-01-02T00:10:22,49.38263,-123.30054,8.6,86.2,82.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-02T00:10:48,49.3764,-123.27093,0.0,266.9,190.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316037287,2019-01-02T00:11:16,49.35634,-123.27153,0.0,77.2,511.0,SLIM SMITTY,IMO0000000,,37.0,,18.0,5.0,,,B
316028292,2019-01-02T00:11:14,49.29615,-123.28325,1.6,170.5,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316005622,2019-01-02T00:09:27,49.29016,-123.37967,6.6,131.6,511.0,WESTVIEW CHINOOK,,VG3278,31.0,0.0,13.0,6.0,2.7,,A
316002059,2019-01-02T00:10:47,49.43366,-123.45595,7.9,172.8,174.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001257,2019-01-02T00:10:54,49.32446,-123.38998,19.5,256.1,257.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316026464,2019-01-02T00:11:27,49.29899,-123.28265,1.4,181.8,222.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316002059,2019-01-02T00:11:51,49.4314,-123.45523,7.9,161.5,159.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001247,2019-01-02T00:11:42,49.38282,-123.29563,8.6,86.2,82.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-02T00:12:06,49.32293,-123.39981,19.6,256.8,257.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-02T00:12:29,49.3764,-123.27093,0.0,288.7,190.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316026464,2019-01-02T00:12:37,49.2985,-123.28265,1.5,178.6,223.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316002059,2019-01-02T00:13:08,49.42898,-123.45316,7.7,146.9,144.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001257,2019-01-02T00:13:12,49.32157,-123.40857,19.5,256.2,257.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316002059,2019-01-02T00:14:17,49.4271,-123.45091,7.7,140.7,140.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316028292,2019-01-02T00:12:35,49.29566,-123.28342,1.4,215.1,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316001257,2019-01-02T00:14:24,49.32003,-123.41824,19.6,256.3,257.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-02T00:14:08,49.3764,-123.27092,0.0,303.8,191.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-02T00:14:13,49.38326,-123.28634,8.6,85.6,82.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001247,2019-01-02T00:13:02,49.38304,-123.29068,8.6,85.8,82.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316026464,2019-01-02T00:16:06,49.29712,-123.28267,1.4,184.1,227.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001262,2019-01-02T00:16:29,49.3764,-123.27093,0.0,264.1,191.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-02T00:15:19,49.3764,-123.27093,0.0,234.2,191.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316028292,2019-01-02T00:15:23,49.29454,-123.28362,1.4,182.1,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316002059,2019-01-02T00:16:38,49.42317,-123.44603,7.7,143.1,143.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316028292,2019-01-02T00:13:44,49.2952,-123.2835,1.5,179.0,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316002059,2019-01-02T00:15:28,49.42511,-123.4484,7.7,140.3,140.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001257,2019-01-02T00:15:35,49.31852,-123.42796,19.6,256.3,257.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-02T00:15:31,49.38353,-123.28155,8.7,86.1,85.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316026464,2019-01-02T00:13:47,49.29803,-123.28264,1.3,182.4,224.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001257,2019-01-02T00:16:42,49.31708,-123.43703,19.7,256.3,257.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316028292,2019-01-02T00:16:34,49.29404,-123.28348,1.7,163.8,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316026464,2019-01-02T00:14:56,49.29757,-123.28266,1.4,183.3,225.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316026464,2019-01-02T00:17:18,49.29664,-123.28272,1.4,184.1,227.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001262,2019-01-02T00:17:31,49.3773,-123.27078,0.0,331.1,11.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316026464,2019-01-02T00:18:26,49.29618,-123.28277,1.4,184.9,229.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316028292,2019-01-02T00:17:45,49.29354,-123.28344,1.5,195.2,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316002059,2019-01-02T00:17:46,49.42129,-123.44374,7.6,139.6,137.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001247,2019-01-02T00:18:16,49.38169,-123.27228,8.4,156.3,164.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-02T00:18:38,49.3773,-123.27077,0.0,58.6,11.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316035869,2019-01-02T00:19:49,49.35752,-123.27071,0.0,342.8,511.0,STAR OF THE SEA,IMO0000000,,37.0,,6.0,2.0,,,B
316001247,2019-01-02T00:19:29,49.37904,-123.27207,7.0,184.0,182.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-02T00:18:59,49.3141,-123.45562,19.7,256.1,257.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316026464,2019-01-02T00:19:36,49.29574,-123.2828,1.4,185.5,230.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001247,2019-01-02T00:17:12,49.38321,-123.27528,8.9,106.3,110.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316002059,2019-01-02T00:19:08,49.41922,-123.44066,7.6,134.4,133.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001262,2019-01-02T00:20:08,49.3773,-123.27078,0.0,204.5,11.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316026464,2019-01-02T00:20:48,49.29526,-123.28287,1.5,184.5,230.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001247,2019-01-02T00:20:33,49.37719,-123.27214,4.5,179.9,180.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-02T00:17:54,49.31552,-123.44679,19.7,256.1,257.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316028292,2019-01-02T00:20:14,49.29255,-123.28354,1.6,173.6,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316002059,2019-01-02T00:20:17,49.41752,-123.43807,7.6,137.7,137.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001257,2019-01-02T00:20:06,49.31264,-123.46471,19.7,256.1,257.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316037287,2019-01-02T00:20:20,49.35635,-123.27152,0.0,77.2,511.0,SLIM SMITTY,IMO0000000,,37.0,,18.0,5.0,,,B
316002059,2019-01-02T00:21:27,49.41564,-123.43553,7.6,137.2,135.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001262,2019-01-02T00:21:18,49.3773,-123.27077,0.0,48.8,11.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316028292,2019-01-02T00:18:54,49.2931,-123.28357,1.4,198.4,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316028292,2019-01-02T00:21:33,49.29203,-123.28361,1.4,184.1,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316026464,2019-01-02T00:21:56,49.29479,-123.28288,1.6,181.0,230.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001247,2019-01-02T00:22:12,49.37622,-123.27204,0.5,172.3,183.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316028292,2019-01-02T00:22:43,49.29159,-123.2837,1.4,175.3,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316002059,2019-01-02T00:22:37,49.41389,-123.43303,7.6,138.3,137.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316026464,2019-01-02T00:23:06,49.2943,-123.28291,1.5,180.9,230.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001262,2019-01-02T00:22:59,49.37911,-123.27039,9.3,7.1,7.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316002059,2019-01-02T00:23:46,49.41194,-123.43064,7.7,144.2,142.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316037287,2019-01-02T00:23:16,49.35635,-123.27151,0.0,77.2,511.0,SLIM SMITTY,IMO0000000,,37.0,,18.0,5.0,,,B
316028292,2019-01-02T00:23:44,49.2912,-123.28385,1.5,194.4,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316001262,2019-01-02T00:24:03,49.38274,-123.27106,15.2,342.2,341.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316028292,2019-01-02T00:24:53,49.29078,-123.284,1.3,200.8,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316026464,2019-01-02T00:24:07,49.29388,-123.28293,1.4,182.5,230.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001262,2019-01-02T00:25:10,49.38786,-123.27398,18.7,340.1,340.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-02T00:26:17,49.39337,-123.27713,19.6,339.2,339.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316002059,2019-01-02T00:26:07,49.40776,-123.42643,7.8,153.4,154.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316002059,2019-01-02T00:24:58,49.40988,-123.42839,7.7,145.4,144.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316026464,2019-01-02T00:26:37,49.29283,-123.28294,1.5,182.1,229.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316026464,2019-01-02T00:25:18,49.29339,-123.28294,1.5,181.3,229.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316002059,2019-01-02T00:27:28,49.40497,-123.42493,8.0,168.5,168.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316026464,2019-01-02T00:27:47,49.29234,-123.28296,1.5,181.6,230.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001262,2019-01-02T00:28:35,49.40519,-123.28355,19.6,340.6,340.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316035869,2019-01-02T00:25:49,49.35751,-123.27069,0.0,342.8,511.0,STAR OF THE SEA,IMO0000000,,37.0,,6.0,2.0,,,B
316026464,2019-01-02T00:28:57,49.29186,-123.283,1.5,183.6,231.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316028292,2019-01-02T00:26:05,49.29031,-123.28421,1.6,179.0,511.0,RIVER REBEL,,,,0.0,10.0,4.0,1.1,,A
316001262,2019-01-02T00:29:59,49.41235,-123.28749,19.5,340.3,340.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316002059,2019-01-02T00:29:38,49.40014,-123.42455,8.0,189.8,191.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001251,2019-01-02T00:29:57,49.30138,-123.46324,19.2,69.5,70.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316026464,2019-01-02T00:30:06,49.29138,-123.28305,1.5,185.0,231.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316002059,2019-01-02T00:30:46,49.3977,-123.42542,8.0,194.0,193.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001262,2019-01-02T00:27:23,49.39902,-123.28025,19.6,340.9,341.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316026464,2019-01-02T00:31:17,49.29093,-123.28312,1.5,185.3,233.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001251,2019-01-02T00:31:04,49.30346,-123.45471,19.2,68.0,69.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001251,2019-01-02T00:32:10,49.30556,-123.4463,19.3,70.3,71.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316035869,2019-01-02T00:31:49,49.35756,-123.27068,0.0,342.8,511.0,STAR OF THE SEA,IMO0000000,,37.0,,6.0,2.0,,,B
316002059,2019-01-02T00:28:29,49.40276,-123.42434,8.0,174.5,177.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001262,2019-01-02T00:32:25,49.4246,-123.29495,19.4,324.0,323.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316026464,2019-01-02T00:32:27,49.29046,-123.28319,1.5,186.3,234.0,RIVER STAR,,,31.0,0.0,10.0,4.0,0.9,,A
316001262,2019-01-02T00:31:23,49.41951,-123.29143,19.6,340.0,339.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316002059,2019-01-02T00:32:07,49.39474,-123.42639,8.2,191.1,191.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001251,2019-01-02T00:33:15,49.30765,-123.43805,19.2,68.3,69.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316002059,2019-01-02T00:33:18,49.39212,-123.42729,8.2,194.8,194.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001262,2019-01-02T00:33:27,49.42802,-123.30154,19.4,293.6,293.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-02T00:34:37,49.42888,-123.31107,19.8,264.2,264.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001251,2019-01-02T00:34:21,49.30976,-123.42946,19.3,68.5,69.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-02T00:35:43,49.37686,-123.2722,6.5,359.3,2.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316002059,2019-01-02T00:34:46,49.38899,-123.42882,8.2,200.7,200.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316001262,2019-01-02T00:35:46,49.42775,-123.32077,19.6,260.1,260.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316002059,2019-01-02T00:35:59,49.38643,-123.43043,8.2,202.0,201.0,GENERAL JACKSON,IMO5058674,CFL9803,31.0,0.0,32.0,8.0,4.1,52.0,A
316035869,2019-01-02T00:34:49,49.3575,-123.27071,0.0,342.8,511.0,STAR OF THE SEA,IMO0000000,,37.0,,6.0,2.0,,,B
