MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
316001247,2019-01-01T00:00:01,49.37926,-123.33074,0.0,306.8,299.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-01T00:00:03,49.358,-123.32035,20.5,213.6,215.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:00:04,49.37678,-123.27073,2.9,193.6,196.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001257,2019-01-01T00:01:15,49.35231,-123.32615,20.5,214.1,215.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:01:04,49.37935,-123.33082,0.7,75.3,115.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-01T00:01:16,49.37641,-123.27091,0.2,120.0,195.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:02:07,49.37947,-123.32935,6.6,71.7,67.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-01T00:02:32,49.3764,-123.27092,0.0,225.0,191.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:03:10,49.3805,-123.32579,10.1,65.6,64.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-01T00:02:28,49.34657,-123.33204,20.4,213.3,214.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001257,2019-01-01T00:03:34,49.34139,-123.33736,20.4,214.2,215.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:03:52,49.3764,-123.27092,0.0,356.9,191.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:04:21,49.38161,-123.32069,11.0,80.9,81.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-01T00:04:40,49.33624,-123.34272,20.3,214.1,215.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001257,2019-01-01T00:05:51,49.33105,-123.3491,19.2,234.0,236.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:05:32,49.3764,-123.27092,0.0,127.5,191.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:05:30,49.38203,-123.31528,11.1,84.5,80.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001247,2019-01-01T00:07:10,49.38237,-123.30747,10.8,86.7,79.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-01T00:06:55,49.32897,-123.35713,19.5,254.9,258.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001257,2019-01-01T00:07:57,49.3277,-123.36559,19.8,260.0,262.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:08:32,49.3764,-123.27092,0.0,277.8,191.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:08:30,49.38262,-123.30134,10.8,84.8,80.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001247,2019-01-01T00:09:51,49.38298,-123.29514,10.8,84.9,80.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-01T00:09:04,49.3269,-123.37475,19.7,263.6,265.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:10:22,49.3764,-123.27092,0.0,170.2,190.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001257,2019-01-01T00:10:09,49.32636,-123.3839,19.6,266.1,267.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001257,2019-01-01T00:11:15,49.32599,-123.39291,19.5,266.5,267.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:11:40,49.38352,-123.28677,10.9,83.3,80.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-01T00:12:27,49.32556,-123.40292,18.1,266.2,267.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:12:02,49.3764,-123.27092,0.0,38.3,190.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:13:51,49.3835,-123.27668,11.1,101.3,101.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-01T00:13:51,49.3764,-123.27092,0.0,98.3,190.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:15:04,49.3817,-123.2719,10.6,153.0,164.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-01T00:13:28,49.3253,-123.40938,11.8,267.0,268.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001257,2019-01-01T00:14:57,49.32511,-123.41606,11.1,266.5,266.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:15:11,49.3764,-123.27092,0.0,42.2,190.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:16:44,49.37779,-123.27211,5.8,178.8,178.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-01T00:17:57,49.32245,-123.43482,18.5,253.4,253.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001257,2019-01-01T00:16:09,49.32471,-123.42235,14.4,258.9,258.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001257,2019-01-01T00:19:27,49.32031,-123.44637,19.4,254.7,254.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:16:32,49.3764,-123.27092,0.0,251.8,190.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:18:51,49.37623,-123.2721,0.6,157.0,180.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316035869,2019-01-01T00:17:36,49.35749,-123.27068,0.0,360.0,511.0,STAR OF THE SEA,IMO0000000,,37.0,,6.0,2.0,,,B
316001262,2019-01-01T00:19:11,49.3764,-123.27092,0.0,144.6,191.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:20:31,49.37615,-123.27204,0.0,278.1,185.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001257,2019-01-01T00:21:03,49.31797,-123.45931,19.7,255.1,254.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:20:42,49.3773,-123.27078,0.0,11.6,11.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:21:51,49.37615,-123.27204,0.0,33.0,185.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-01T00:23:32,49.3773,-123.27078,0.0,160.4,11.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316024197,2019-01-01T00:23:06,49.37863,-123.33091,0.0,217.3,511.0,LONG WAY HOME,,,37.0,,,,,,B
316001262,2019-01-01T00:22:02,49.3773,-123.27078,0.0,43.1,11.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:24:10,49.37615,-123.27204,0.0,100.9,185.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-01T00:24:42,49.37735,-123.27076,1.0,9.9,11.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:27:04,49.38301,-123.27105,15.3,341.4,340.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:25:30,49.37615,-123.27204,0.0,210.9,185.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-01T00:29:04,49.39234,-123.27651,19.3,339.8,340.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:26:51,49.37615,-123.27204,0.0,201.7,185.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001251,2019-01-01T00:29:46,49.3075,-123.44862,18.9,52.9,56.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:28:10,49.37615,-123.27204,0.0,188.2,185.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001251,2019-01-01T00:27:42,49.30078,-123.46186,18.5,52.8,54.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001251,2019-01-01T00:32:10,49.31498,-123.43307,19.0,62.1,65.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001251,2019-01-01T00:33:44,49.31845,-123.4218,18.8,70.0,72.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:33:51,49.37615,-123.27204,0.0,70.2,185.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-01T00:31:46,49.40611,-123.28445,19.6,338.3,339.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316024197,2019-01-01T00:35:05,49.37863,-123.33094,0.0,217.3,511.0,LONG WAY HOME,,,37.0,,,,,,B
316001262,2019-01-01T00:33:10,49.41318,-123.28862,19.5,336.2,337.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001251,2019-01-01T00:35:34,49.321,-123.40746,19.0,78.3,80.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:36:08,49.4275,-123.29869,19.1,319.8,321.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:30:27,49.39945,-123.28061,19.6,339.5,340.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:31:11,49.37615,-123.27204,0.0,351.0,185.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001247,2019-01-01T00:37:17,49.38151,-123.27199,9.7,337.2,326.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001251,2019-01-01T00:38:04,49.32362,-123.38773,18.9,78.4,79.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:37:10,49.43061,-123.30558,19.5,290.2,292.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:38:12,49.43104,-123.31407,19.7,257.9,259.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:38:20,49.383,-123.27559,10.5,283.4,278.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-01T00:39:22,49.42924,-123.32362,20.0,253.5,255.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:42:30,49.38367,-123.29527,11.3,270.6,273.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001251,2019-01-01T00:43:20,49.33028,-123.34783,17.6,40.9,40.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:40:46,49.42701,-123.33491,19.6,253.1,254.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001251,2019-01-01T00:44:34,49.33581,-123.34303,18.9,30.6,32.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:44:30,49.38346,-123.30494,11.4,266.0,271.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001251,2019-01-01T00:42:10,49.32775,-123.35554,18.7,78.9,78.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:41:57,49.42517,-123.34449,19.4,253.3,255.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:43:04,49.42348,-123.35336,19.4,254.2,255.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2019-01-01T00:47:41,49.3821,-123.32018,11.1,250.3,246.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2019-01-01T00:44:09,49.42256,-123.36211,19.3,266.2,268.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001262,2019-01-01T00:45:10,49.42229,-123.37038,19.4,267.8,269.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001251,2019-01-01T00:45:46,49.3412,-123.33797,18.9,30.9,32.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.5,,A
316017005,2019-01-01T00:45:46,49.37815,-123.33294,0.0,360.0,511.0,WIDGEON I,,,37.0,,,,,,B
316001247,2019-01-01T00:49:10,49.38029,-123.32623,8.3,245.2,245.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
