MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
316001262,2020-06-01T02:44:08,49.4364,-123.46338,13.2,134.4,137.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316020789,2020-06-01T02:46:28,49.35575,-123.27308,0.0,136.7,511.0,WINESK,IMO0000000,,37.0,,20.0,6.0,,,B
316001247,2020-06-01T02:44:51,49.37935,-123.33081,0.0,249.4,118.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
316001262,2020-06-01T02:46:19,49.42843,-123.45247,18.9,137.4,140.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001247,2020-06-01T02:42:13,49.37926,-123.33071,0.0,29.1,298.0,QUEEN OF CAPILANO,IMO9008354,VY9513,60.0,0.0,96.0,21.0,3.6,,A
477325600,2020-06-01T02:48:09,49.29089,-123.30579,11.5,42.8,50.0,SHAO SHAN 6,IMO9500314,VRKP2,70.0,0.0,225.0,32.0,14.2,70.0,A
316001262,2020-06-01T02:47:21,49.42504,-123.44634,17.8,120.3,120.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316001262,2020-06-01T02:48:25,49.42381,-123.4386,17.9,94.4,96.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
316008039,2020-06-01T02:50:42,49.35585,-123.27313,0.0,0.0,511.0,WINESK,,VG9188,37.0,,12.0,4.0,2.2,,B
316001262,2020-06-01T02:49:31,49.42345,-123.43004,18.4,93.3,95.0,QUEEN OF SURREY,IMO7902221,VG8177,60.0,0.0,139.0,27.0,5.5,,A
