,MMSI,BaseDateTime,LAT,LON,SOG,COG
16,367569620,2019-09-07T00:01:45,31.1672,-81.41449,0.0,161.7
43,367569620,2019-09-07T00:04:45,31.16721,-81.41449,0.0,161.7
72,367569620,2019-09-07T00:07:44,31.16721,-81.41449,0.0,161.7
92,367569620,2019-09-07T00:10:45,31.16721,-81.41448,0.0,161.7
111,367569620,2019-09-07T00:13:44,31.1672,-81.41448,0.0,161.7
150,367569620,2019-09-07T00:19:44,31.1672,-81.41449,0.0,161.7
184,367569620,2019-09-07T00:22:47,31.1672,-81.41448,0.0,161.7
193,367569620,2019-09-07T00:25:45,31.1672,-81.41449,0.0,161.7
226,367569620,2019-09-07T00:28:45,31.16721,-81.4145,0.0,161.7
234,367569620,2019-09-07T00:31:46,31.16721,-81.41448,0.0,161.7
265,367569620,2019-09-07T00:34:44,31.1672,-81.41449,0.0,161.7
271,367569620,2019-09-07T00:37:44,31.16721,-81.41447,0.0,161.7
294,367569620,2019-09-07T00:40:45,31.1672,-81.41448,0.0,161.7
327,367569620,2019-09-07T00:43:44,31.16719,-81.41447,0.0,161.7
332,367569620,2019-09-07T00:46:44,31.16721,-81.41448,0.0,161.7
351,367569620,2019-09-07T00:49:44,31.1672,-81.41449,0.0,161.7
389,367569620,2019-09-07T00:52:47,31.1672,-81.41449,0.0,161.7
409,367569620,2019-09-07T00:55:45,31.1672,-81.41449,0.0,161.7
424,367569620,2019-09-07T00:58:44,31.1672,-81.41449,0.0,161.7
450,367569620,2019-09-07T01:01:44,31.1672,-81.41448,0.0,161.7
500,367569620,2019-09-07T01:04:45,31.1672,-81.41448,0.0,161.7
522,367569620,2019-09-07T01:07:45,31.16721,-81.4145,0.0,161.7
538,367569620,2019-09-07T01:10:45,31.16719,-81.41449,0.0,161.7
580,367569620,2019-09-07T01:13:45,31.1672,-81.41448,0.0,161.7
586,367569620,2019-09-07T01:16:46,31.16718,-81.41448,0.0,161.7
614,367569620,2019-09-07T01:19:45,31.16719,-81.41449,0.0,161.7
635,367569620,2019-09-07T01:22:47,31.16719,-81.41449,0.0,161.7
663,367569620,2019-09-07T01:25:45,31.16719,-81.4145,0.0,161.7
684,367569620,2019-09-07T01:28:45,31.1672,-81.41448,0.0,161.7
714,367569620,2019-09-07T01:31:44,31.16719,-81.41449,0.0,161.7
729,367569620,2019-09-07T01:34:45,31.1672,-81.41448,0.0,161.7
740,367569620,2019-09-07T01:37:44,31.16719,-81.41449,0.0,161.7
785,367569620,2019-09-07T01:40:45,31.1672,-81.41449,0.0,161.7
808,367569620,2019-09-07T01:43:44,31.1672,-81.4145,0.0,161.7
830,367569620,2019-09-07T01:46:46,31.16721,-81.41449,0.0,161.7
831,367569620,2019-09-07T01:49:44,31.16721,-81.41448,0.0,161.7
882,367569620,2019-09-07T01:52:46,31.16721,-81.41448,0.0,161.7
908,367569620,2019-09-07T01:58:44,31.16721,-81.41447,0.0,161.7
951,367569620,2019-09-07T02:01:45,31.1672,-81.41448,0.0,161.7
984,367569620,2019-09-07T02:04:45,31.1672,-81.41448,0.0,161.7
1006,367569620,2019-09-07T02:07:47,31.16721,-81.41449,0.0,161.7
1044,367569620,2019-09-07T02:10:44,31.1672,-81.4145,0.0,161.7
1065,367569620,2019-09-07T02:13:45,31.16721,-81.41449,0.0,161.7
1089,367569620,2019-09-07T02:16:48,31.16721,-81.41448,0.0,161.7
1126,367569620,2019-09-07T02:19:44,31.1672,-81.41449,0.0,161.7
1146,367569620,2019-09-07T02:22:45,31.16721,-81.41448,0.0,161.7
1157,367569620,2019-09-07T02:25:47,31.1672,-81.41449,0.0,161.7
1185,367569620,2019-09-07T02:28:47,31.1672,-81.41449,0.0,161.7
1229,367569620,2019-09-07T02:31:45,31.1672,-81.41449,0.0,161.7
1247,367569620,2019-09-07T02:34:46,31.1672,-81.41449,0.0,161.7
1291,367569620,2019-09-07T02:37:45,31.1672,-81.41447,0.0,161.7
1303,367569620,2019-09-07T02:40:45,31.1672,-81.41449,0.0,161.7
1331,367569620,2019-09-07T02:43:45,31.16721,-81.41448,0.0,161.7
1334,367569620,2019-09-07T02:46:45,31.1672,-81.41448,0.0,161.7
1358,367569620,2019-09-07T02:49:45,31.16721,-81.41448,0.0,161.7
1407,367569620,2019-09-07T02:52:45,31.1672,-81.41449,0.0,161.7
1431,367569620,2019-09-07T02:58:46,31.1672,-81.41448,0.0,161.7
1469,367569620,2019-09-07T03:01:45,31.1672,-81.41448,0.0,161.7
1500,367569620,2019-09-07T03:04:45,31.1672,-81.41448,0.0,161.7
