,MMSI,BaseDateTime,LAT,LON,SOG,COG
14,368004680,2019-09-07T00:01:26,31.16683,-81.41572,0.0,348.3
38,368004680,2019-09-07T00:04:25,31.16684,-81.41572,0.0,348.3
56,368004680,2019-09-07T00:07:25,31.16682,-81.41572,0.0,348.3
89,368004680,2019-09-07T00:10:26,31.16683,-81.41571,0.0,348.3
102,368004680,2019-09-07T00:13:25,31.16682,-81.41571,0.0,348.3
144,368004680,2019-09-07T00:16:27,31.16682,-81.41571,0.0,348.3
148,368004680,2019-09-07T00:19:26,31.16681,-81.41572,0.0,348.3
180,368004680,2019-09-07T00:22:26,31.16683,-81.41571,0.0,348.3
201,368004680,2019-09-07T00:25:26,31.16681,-81.41572,0.0,348.3
220,368004680,2019-09-07T00:28:26,31.16682,-81.41573,0.0,348.3
231,368004680,2019-09-07T00:31:28,31.16681,-81.41571,0.0,348.3
262,368004680,2019-09-07T00:34:25,31.16683,-81.41571,0.0,348.3
277,368004680,2019-09-07T00:37:25,31.16681,-81.41572,0.0,348.3
305,368004680,2019-09-07T00:40:25,31.16682,-81.41572,0.0,348.3
324,368004680,2019-09-07T00:43:27,31.16682,-81.4157,0.0,348.3
343,368004680,2019-09-07T00:46:27,31.1668,-81.41569,0.0,348.3
362,368004680,2019-09-07T00:49:26,31.1668,-81.41573,0.0,348.3
388,368004680,2019-09-07T00:55:25,31.16679,-81.41573,0.0,348.3
421,368004680,2019-09-07T00:58:25,31.16681,-81.41573,0.0,348.3
447,368004680,2019-09-07T01:01:26,31.16682,-81.41574,0.0,348.3
472,368004680,2019-09-07T01:04:26,31.16683,-81.41572,0.0,348.3
521,368004680,2019-09-07T01:07:26,31.16683,-81.4157,0.0,348.3
533,368004680,2019-09-07T01:10:26,31.16683,-81.41574,0.0,348.3
561,368004680,2019-09-07T01:13:25,31.16682,-81.41572,0.0,348.3
582,368004680,2019-09-07T01:16:25,31.16682,-81.4157,0.0,348.3
612,368004680,2019-09-07T01:19:26,31.16683,-81.41571,0.0,348.3
632,368004680,2019-09-07T01:22:26,31.16682,-81.41572,0.0,348.3
660,368004680,2019-09-07T01:25:26,31.16682,-81.41572,0.0,348.3
681,368004680,2019-09-07T01:28:26,31.1668,-81.41572,0.0,348.3
710,368004680,2019-09-07T01:31:26,31.16681,-81.41571,0.0,348.3
733,368004680,2019-09-07T01:34:26,31.16681,-81.41572,0.0,348.3
753,368004680,2019-09-07T01:37:26,31.16683,-81.4157,0.0,348.3
782,368004680,2019-09-07T01:40:26,31.1668,-81.41572,0.0,348.3
805,368004680,2019-09-07T01:43:26,31.16683,-81.4157,0.0,348.3
824,368004680,2019-09-07T01:46:25,31.16684,-81.41571,0.0,348.3
859,368004680,2019-09-07T01:49:27,31.16682,-81.41571,0.0,348.3
876,368004680,2019-09-07T01:52:25,31.16682,-81.41572,0.0,348.3
901,368004680,2019-09-07T01:55:27,31.16681,-81.4157,0.0,348.3
926,368004680,2019-09-07T01:58:30,31.16683,-81.41569,0.0,348.3
953,368004680,2019-09-07T02:01:27,31.16681,-81.41571,0.0,348.3
978,368004680,2019-09-07T02:04:26,31.16681,-81.41572,0.0,348.3
1025,368004680,2019-09-07T02:07:25,31.16682,-81.41573,0.0,348.3
