,MMSI,BaseDateTime,LAT,LON,SOG,COG
3,367691290,2019-09-07T00:00:05,31.14178,-81.49633,0.0,360.0
10,367691290,2019-09-07T00:01:15,31.14179,-81.4963,0.0,360.0
22,367691290,2019-09-07T00:02:24,31.14179,-81.49631,0.0,360.0
35,367691290,2019-09-07T00:03:25,31.1418,-81.4963,0.0,360.0
39,367691290,2019-09-07T00:04:44,31.14179,-81.4963,0.0,360.0
48,367691290,2019-09-07T00:05:54,31.1418,-81.49628,0.0,360.0
59,367691290,2019-09-07T00:07:23,31.14178,-81.49627,0.0,360.0
73,367691290,2019-09-07T00:08:35,31.14179,-81.49629,0.0,360.0
82,367691290,2019-09-07T00:10:05,31.14179,-81.49628,0.0,360.0
157,367691290,2019-09-07T00:21:16,31.14182,-81.49629,0.0,360.0
173,367691290,2019-09-07T00:22:26,31.14182,-81.49628,0.0,360.0
175,367691290,2019-09-07T00:23:35,31.14183,-81.49626,0.0,360.0
209,367691290,2019-09-07T00:25:16,31.14182,-81.49625,0.0,360.0
7613,367691290,2019-09-07T16:46:32,31.14181,-81.49628,0.0,360.0
7625,367691290,2019-09-07T16:45:22,31.14182,-81.49629,0.0,360.0
7627,367691290,2019-09-07T16:47:42,31.1418,-81.49627,0.0,360.0
7635,367691290,2019-09-07T16:51:42,31.14179,-81.49626,0.0,360.0
7636,367691290,2019-09-07T16:52:53,31.14179,-81.49629,0.0,360.0
7645,367691290,2019-09-07T16:54:02,31.14178,-81.49629,0.0,360.0
7653,367691290,2019-09-07T16:55:12,31.14181,-81.49628,0.0,360.0
7663,367691290,2019-09-07T16:56:53,31.14181,-81.49627,0.0,360.0
7696,367691290,2019-09-07T16:59:12,31.1418,-81.49626,0.0,360.0
7698,367691290,2019-09-07T16:58:02,31.1418,-81.49628,0.0,360.0
7704,367691290,2019-09-07T17:00:12,31.1418,-81.49629,0.0,360.0
7711,367691290,2019-09-07T17:01:22,31.14178,-81.49629,0.0,360.0
7721,367691290,2019-09-07T17:02:43,31.1418,-81.49628,0.0,360.0
7738,367691290,2019-09-07T17:03:51,31.14179,-81.49628,0.0,360.0
7747,367691290,2019-09-07T17:05:01,31.14179,-81.49628,0.0,360.0
7762,367691290,2019-09-07T17:07:12,31.1418,-81.49628,0.0,360.0
7769,367691290,2019-09-07T17:06:03,31.14179,-81.49627,0.0,360.0
7775,367691290,2019-09-07T17:08:21,31.1418,-81.49626,0.0,360.0
7783,367691290,2019-09-07T17:09:32,31.14178,-81.49627,0.0,360.0
7806,367691290,2019-09-07T17:13:13,31.14178,-81.49629,0.0,360.0
7821,367691290,2019-09-07T17:14:21,31.14181,-81.49627,0.0,360.0
7822,367691290,2019-09-07T17:15:32,31.1418,-81.49627,0.0,360.0
7823,367691290,2019-09-07T17:10:43,31.1418,-81.49627,0.0,360.0
7833,367691290,2019-09-07T17:12:03,31.14181,-81.49627,0.0,360.0
7842,367691290,2019-09-07T17:16:43,31.14178,-81.49627,0.0,360.0
7851,367691290,2019-09-07T17:19:12,31.1418,-81.49627,0.0,360.0
7854,367691290,2019-09-07T17:17:52,31.14179,-81.49627,0.0,360.0
7873,367691290,2019-09-07T17:20:22,31.14179,-81.49628,0.0,360.0
7877,367691290,2019-09-07T17:21:52,31.14181,-81.49626,0.0,360.0
7898,367691290,2019-09-07T17:24:23,31.14183,-81.49631,0.0,360.0
7925,367691290,2019-09-07T17:25:32,31.14179,-81.49628,0.0,360.0
7931,367691290,2019-09-07T17:26:42,31.14181,-81.49628,0.0,360.0
7944,367691290,2019-09-07T17:27:52,31.14182,-81.49626,0.0,360.0
7950,367691290,2019-09-07T17:29:02,31.14177,-81.49627,0.0,360.0
7955,367691290,2019-09-07T17:30:12,31.14178,-81.49627,0.0,360.0
7978,367691290,2019-09-07T17:33:12,31.14177,-81.4963,0.0,360.0
8010,367691290,2019-09-07T17:34:43,31.14179,-81.49631,0.0,360.0
8024,367691290,2019-09-07T17:37:02,31.1418,-81.49629,0.0,360.0
8034,367691290,2019-09-07T17:39:02,31.1418,-81.49629,0.0,360.0
8066,367691290,2019-09-07T17:40:12,31.1418,-81.4963,0.0,360.0
8077,367691290,2019-09-07T17:41:22,31.1418,-81.49629,0.0,360.0
8081,367691290,2019-09-07T17:44:03,31.14179,-81.49629,0.0,360.0
8096,367691290,2019-09-07T17:45:42,31.14179,-81.4963,0.0,360.0
8137,367691290,2019-09-07T17:49:03,31.14177,-81.49629,0.0,360.0
8142,367691290,2019-09-07T17:51:03,31.14178,-81.4963,0.0,360.0
