BaseDateTime,Unnamed: 0,Unnamed: 0.1,MMSI,LAT,LON,SOG,COG,cos_COG,sin_COG
2019-09-07 02:41:35,107,1297,367369550,31.11789,-81.49005,0.1,335.6,0.9106836608061774,-0.4131044298245413
2019-09-07 02:43:28,108,1311,367369550,31.11785,-81.49005,0.4,187.2,-0.9921147013144779,-0.12533323356430384
2019-09-07 02:46:05,109,1327,367369550,31.11766,-81.49016,0.3,246.7,-0.3955455025629655,-0.9184463813430869
2019-09-07 02:47:15,110,1380,367369550,31.11761,-81.49026,0.2,257.9,-0.20961856290382216,-0.9777832367586061
2019-09-07 02:49:19,111,1385,367369550,31.11756,-81.49044,0.5,267.7,-0.04013179253256008,-0.999194395114446
