,MMSI,BaseDateTime,LAT,LON,SOG,COG
113,338235704,2019-09-07T00:15:00,31.10731,-81.34916,23.7,304.1
114,338235704,2019-09-07T00:13:31,31.10193,-81.33948,24.5,294.4
127,338235704,2019-09-07T00:16:01,31.11151,-81.35508,24.1,309.2
146,338235704,2019-09-07T00:18:00,31.12007,-81.36708,24.0,308.6
158,338235704,2019-09-07T00:19:30,31.12601,-81.37655,24.3,301.5
167,338235704,2019-09-07T00:21:30,31.13024,-81.39122,23.9,291.6
183,338235704,2019-09-07T00:22:32,31.13249,-81.39645,5.6,325.7
192,338235704,2019-09-07T00:24:02,31.13321,-81.39693,0.1,360.0
202,338235704,2019-09-07T00:25:31,31.13321,-81.39693,0.0,360.0
228,338235704,2019-09-07T00:29:31,31.13321,-81.39693,0.0,360.0
251,338235704,2019-09-07T00:32:30,31.13321,-81.39693,0.0,360.0
256,338235704,2019-09-07T00:35:30,31.1332,-81.39692,0.0,360.0
284,338235704,2019-09-07T00:38:34,31.1332,-81.39693,0.2,360.0
313,338235704,2019-09-07T00:41:30,31.1332,-81.39691,0.0,360.0
356,338235704,2019-09-07T00:47:30,31.1332,-81.3969,0.0,360.0
373,338235704,2019-09-07T00:52:00,31.13299,-81.39691,0.9,216.0
399,338235704,2019-09-07T00:56:00,31.12568,-81.37746,25.4,123.8
401,338235704,2019-09-07T00:57:01,31.1216,-81.37047,25.5,122.0
423,338235704,2019-09-07T00:58:31,31.11544,-81.36027,25.6,126.6
438,338235704,2019-09-07T01:00:30,31.10739,-81.34651,25.9,124.1
449,338235704,2019-09-07T01:01:31,31.10232,-81.34053,26.5,132.4
464,338235704,2019-09-07T01:03:02,31.09553,-81.33049,25.3,129.4
813,338235704,2019-09-07T01:46:30,31.10032,-81.33836,25.3,302.2
829,338235704,2019-09-07T01:48:04,31.10693,-81.34865,25.7,309.9
855,338235704,2019-09-07T01:51:03,31.11978,-81.36807,25.1,307.0
857,338235704,2019-09-07T01:50:00,31.11567,-81.36086,25.3,306.3
877,338235704,2019-09-07T01:54:02,31.12945,-81.38988,25.3,293.3
893,338235704,2019-09-07T01:56:01,31.13318,-81.39691,0.3,6.2
906,338235704,2019-09-07T01:58:30,31.13073,-81.39012,25.3,110.8
924,338235704,2019-09-07T01:59:31,31.12773,-81.38271,25.2,118.8
933,338235704,2019-09-07T02:00:05,31.12572,-81.37869,25.3,120.5
950,338235704,2019-09-07T02:01:30,31.12035,-81.36882,25.3,122.0
959,338235704,2019-09-07T02:02:33,31.11622,-81.36169,25.2,131.5
987,338235704,2019-09-07T02:05:30,31.10291,-81.34297,26.1,127.1
995,338235704,2019-09-07T02:07:02,31.09626,-81.33222,24.3,123.6
997,338235704,2019-09-07T02:04:00,31.10953,-81.35265,25.5,128.2
1318,338235704,2019-09-07T02:42:00,31.09857,-81.33733,26.6,303.4
1340,338235704,2019-09-07T02:47:31,31.12345,-81.37433,26.8,308.7
1347,338235704,2019-09-07T02:49:31,31.12961,-81.38975,26.0,289.8
1356,338235704,2019-09-07T02:45:00,31.11278,-81.35684,26.4,310.9
1377,338235704,2019-09-07T02:51:00,31.13295,-81.39689,3.0,326.9
1399,338235704,2019-09-07T02:54:31,31.13321,-81.39689,0.0,360.0
1449,338235704,2019-09-07T02:57:30,31.13321,-81.39689,0.1,360.0
1475,338235704,2019-09-07T03:00:30,31.13321,-81.39689,0.0,360.0
1487,338235704,2019-09-07T03:03:31,31.13321,-81.3969,0.0,360.0
1516,338235704,2019-09-07T03:06:30,31.13321,-81.39689,0.0,360.0
1548,338235704,2019-09-07T03:09:31,31.13322,-81.39689,0.0,360.0
1584,338235704,2019-09-07T03:12:33,31.13322,-81.39689,0.1,360.0
1610,338235704,2019-09-07T03:17:01,31.13227,-81.39554,10.8,105.7
1613,338235704,2019-09-07T03:16:00,31.13295,-81.39719,1.0,233.3
1633,338235704,2019-09-07T03:18:31,31.12908,-81.3858,26.3,124.5
1648,338235704,2019-09-07T03:21:00,31.11944,-81.36792,25.8,120.3
1676,338235704,2019-09-07T03:22:31,31.11321,-81.35774,26.0,130.8
1679,338235704,2019-09-07T03:24:01,31.10631,-81.34782,26.1,124.8
1704,338235704,2019-09-07T03:26:31,31.09588,-81.3301,26.8,120.6
1945,338235704,2019-09-07T04:07:00,31.10009,-81.33742,27.6,302.1
1957,338235704,2019-09-07T04:08:04,31.10425,-81.34555,27.7,303.2
1968,338235704,2019-09-07T04:10:01,31.11423,-81.35901,28.2,308.1
1983,338235704,2019-09-07T04:11:02,31.11865,-81.36651,27.8,302.1
1997,338235704,2019-09-07T04:12:30,31.12489,-81.37802,28.4,297.6
2012,338235704,2019-09-07T04:14:01,31.129,-81.39092,27.8,297.4
2026,338235704,2019-09-07T04:15:31,31.13273,-81.40372,27.7,288.1
2040,338235704,2019-09-07T04:17:02,31.13661,-81.41639,28.0,313.0
2046,338235704,2019-09-07T04:18:31,31.14766,-81.42087,29.0,349.6
2057,338235704,2019-09-07T04:20:00,31.15957,-81.41958,28.4,27.0
2078,338235704,2019-09-07T04:21:03,31.1632,-81.41647,5.7,29.8
2092,338235704,2019-09-07T04:23:00,31.16555,-81.4149,5.8,27.8
2103,338235704,2019-09-07T04:25:01,31.16739,-81.4138,0.5,26.4
2317,338235704,2019-09-07T04:53:48,31.16739,-81.41377,0.0,360.0
2321,338235704,2019-09-07T04:58:18,31.1668,-81.41375,4.5,202.0
2328,338235704,2019-09-07T04:59:20,31.16551,-81.4146,5.2,216.1
2339,338235704,2019-09-07T05:00:19,31.16434,-81.41562,6.3,226.8
2343,338235704,2019-09-07T05:01:50,31.1604,-81.41951,21.8,217.8
2355,338235704,2019-09-07T05:03:19,31.15159,-81.42176,22.9,168.1
2371,338235704,2019-09-07T05:04:49,31.14254,-81.41917,19.9,171.7
