,MMSI,BaseDateTime,LAT,LON,SOG,COG
2,369201000,2019-09-07T00:00:07,31.15667,-81.49924,0.0,14.3
28,369201000,2019-09-07T00:03:07,31.15665,-81.49923,0.0,14.3
53,369201000,2019-09-07T00:06:07,31.15669,-81.49924,0.0,14.3
76,369201000,2019-09-07T00:09:07,31.15671,-81.49925,0.0,14.3
99,369201000,2019-09-07T00:12:08,31.15673,-81.49925,0.0,14.3
136,369201000,2019-09-07T00:15:07,31.15671,-81.49927,0.0,14.3
168,369201000,2019-09-07T00:21:08,31.15669,-81.49922,0.0,14.3
214,369201000,2019-09-07T00:24:07,31.15667,-81.49921,0.0,14.3
216,369201000,2019-09-07T00:27:08,31.15669,-81.49923,0.0,14.3
236,369201000,2019-09-07T00:30:07,31.15671,-81.49922,0.0,14.3
255,369201000,2019-09-07T00:33:07,31.15669,-81.49924,0.0,14.3
273,369201000,2019-09-07T00:36:08,31.1567,-81.49925,0.0,14.3
286,369201000,2019-09-07T00:39:07,31.1567,-81.49925,0.0,14.3
316,369201000,2019-09-07T00:42:07,31.15673,-81.49922,0.0,14.3
340,369201000,2019-09-07T00:45:08,31.15669,-81.49924,0.0,14.3
366,369201000,2019-09-07T00:48:07,31.15672,-81.49923,0.0,14.3
379,369201000,2019-09-07T00:51:08,31.15672,-81.49925,0.0,14.3
403,369201000,2019-09-07T00:57:07,31.1567,-81.49923,0.0,14.3
432,369201000,2019-09-07T01:00:07,31.1567,-81.49922,0.0,14.3
460,369201000,2019-09-07T01:03:07,31.15672,-81.4992,0.0,14.3
515,369201000,2019-09-07T01:09:07,31.1567,-81.49924,0.0,14.3
517,369201000,2019-09-07T01:06:07,31.15672,-81.49922,0.0,14.3
548,369201000,2019-09-07T01:12:09,31.15671,-81.49923,0.0,14.3
563,369201000,2019-09-07T01:15:09,31.15671,-81.49923,0.0,14.3
599,369201000,2019-09-07T01:18:07,31.15668,-81.49923,0.0,14.3
624,369201000,2019-09-07T01:21:07,31.15668,-81.4992,0.0,14.3
649,369201000,2019-09-07T01:24:07,31.15672,-81.49921,0.0,14.3
677,369201000,2019-09-07T01:27:07,31.1567,-81.49922,0.0,14.3
699,369201000,2019-09-07T01:30:07,31.15669,-81.49927,0.0,14.3
718,369201000,2019-09-07T01:33:07,31.15668,-81.49922,0.0,14.3
770,369201000,2019-09-07T01:36:09,31.15669,-81.49924,0.0,14.3
772,369201000,2019-09-07T01:39:07,31.1567,-81.49925,0.0,14.3
780,369201000,2019-09-07T01:42:10,31.1567,-81.49922,0.0,14.3
823,369201000,2019-09-07T01:45:07,31.15668,-81.49923,0.0,14.3
848,369201000,2019-09-07T01:48:08,31.1567,-81.4992,0.0,14.3
860,369201000,2019-09-07T01:51:07,31.15672,-81.49921,0.0,14.3
890,369201000,2019-09-07T01:54:07,31.15669,-81.49919,0.0,14.3
922,369201000,2019-09-07T01:57:09,31.15671,-81.49921,0.0,14.3
935,369201000,2019-09-07T02:00:07,31.15672,-81.49921,0.0,14.3
964,369201000,2019-09-07T02:03:09,31.15672,-81.49921,0.0,14.3
991,369201000,2019-09-07T02:06:09,31.15672,-81.49918,0.0,14.3
1023,369201000,2019-09-07T02:09:08,31.15671,-81.49922,0.0,14.3
1054,369201000,2019-09-07T02:12:09,31.15669,-81.49924,0.0,14.3
1103,369201000,2019-09-07T02:18:09,31.15671,-81.49921,0.0,14.3
1113,369201000,2019-09-07T02:15:08,31.15668,-81.49924,0.0,14.3
1128,369201000,2019-09-07T02:21:10,31.15671,-81.49925,0.0,14.3
1156,369201000,2019-09-07T02:24:07,31.15672,-81.49924,0.0,14.3
1178,369201000,2019-09-07T02:27:07,31.15672,-81.49923,0.0,14.3
1201,369201000,2019-09-07T02:30:08,31.15671,-81.49922,0.0,14.3
1236,369201000,2019-09-07T02:33:07,31.1567,-81.49923,0.0,14.3
1261,369201000,2019-09-07T02:36:07,31.15671,-81.49924,0.0,14.3
1278,369201000,2019-09-07T02:39:08,31.15671,-81.49923,0.0,14.3
1299,369201000,2019-09-07T02:42:07,31.15671,-81.49924,0.0,14.3
1324,369201000,2019-09-07T02:45:09,31.15672,-81.49923,0.0,14.3
1363,369201000,2019-09-07T02:48:08,31.15669,-81.49925,0.0,14.3
1375,369201000,2019-09-07T02:51:08,31.1567,-81.49926,0.0,14.3
1412,369201000,2019-09-07T02:54:11,31.15671,-81.49924,0.0,14.3
1439,369201000,2019-09-07T02:57:07,31.1567,-81.49922,0.0,14.3
1474,369201000,2019-09-07T03:00:07,31.15672,-81.49925,0.0,14.3
1483,369201000,2019-09-07T03:03:07,31.1567,-81.49921,0.0,14.3
1541,369201000,2019-09-07T03:09:07,31.1567,-81.49922,0.0,14.3
1574,369201000,2019-09-07T03:12:07,31.1567,-81.49924,0.0,14.3
1607,369201000,2019-09-07T03:15:07,31.15667,-81.49924,0.0,14.3
1631,369201000,2019-09-07T03:18:09,31.15669,-81.49921,0.0,14.3
1663,369201000,2019-09-07T03:21:08,31.1567,-81.49922,0.0,14.3
1685,369201000,2019-09-07T03:24:07,31.15669,-81.49925,0.0,14.3
1707,369201000,2019-09-07T03:27:07,31.15671,-81.49922,0.0,14.3
1727,369201000,2019-09-07T03:30:08,31.15672,-81.49922,0.0,14.3
1752,369201000,2019-09-07T03:33:08,31.15671,-81.49924,0.0,14.3
1758,369201000,2019-09-07T03:36:07,31.15675,-81.49924,0.0,14.3
1774,369201000,2019-09-07T03:39:07,31.15672,-81.49923,0.0,14.3
1796,369201000,2019-09-07T03:42:07,31.15671,-81.4992,0.0,14.3
1823,369201000,2019-09-07T03:45:07,31.15672,-81.49922,0.0,14.3
1829,369201000,2019-09-07T03:48:08,31.15672,-81.49923,0.0,14.3
1849,369201000,2019-09-07T03:51:07,31.15674,-81.49926,0.0,14.3
