,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,25,367762440,2019-09-07 00:02:21,31.15411,-81.49954,0.0,149.1
1,55,367762440,2019-09-07 00:05:21,31.15413,-81.49954,0.1,149.1
2,71,367762440,2019-09-07 00:08:21,31.15416,-81.49956,0.0,149.1
4,118,367762440,2019-09-07 00:11:23,31.15414,-81.49953,0.1,149.1
3,117,367762440,2019-09-07 00:14:22,31.15413,-81.49951,0.1,149.1
5,138,367762440,2019-09-07 00:17:21,31.1542,-81.49951,0.0,149.1
6,159,367762440,2019-09-07 00:20:22,31.15414,-81.49953,0.0,149.1
7,188,367762440,2019-09-07 00:23:22,31.15417,-81.49952,0.0,149.1
8,205,367762440,2019-09-07 00:26:21,31.15412,-81.49951,0.0,149.1
9,240,367762440,2019-09-07 00:29:23,31.15413,-81.49952,0.0,149.1
10,248,367762440,2019-09-07 00:32:22,31.15413,-81.49953,0.0,149.1
11,268,367762440,2019-09-07 00:35:22,31.15413,-81.49949,0.0,149.1
12,280,367762440,2019-09-07 00:38:21,31.1542,-81.49949,0.0,149.1
13,297,367762440,2019-09-07 00:41:21,31.15415,-81.49949,0.0,149.1
14,331,367762440,2019-09-07 00:44:21,31.15414,-81.49953,0.0,149.1
15,338,367762440,2019-09-07 00:47:23,31.15413,-81.4995,0.0,149.1
16,352,367762440,2019-09-07 00:50:22,31.15414,-81.4995,0.0,149.1
17,377,367762440,2019-09-07 00:53:21,31.15419,-81.49949,0.0,149.1
18,415,367762440,2019-09-07 00:56:21,31.15417,-81.49948,0.0,149.1
19,431,367762440,2019-09-07 00:59:21,31.15415,-81.49951,0.0,149.1
20,461,367762440,2019-09-07 01:02:22,31.15412,-81.49952,0.0,149.1
21,478,367762440,2019-09-07 01:05:23,31.15414,-81.49951,0.0,149.1
22,506,367762440,2019-09-07 01:08:21,31.15412,-81.49953,0.0,149.1
23,536,367762440,2019-09-07 01:11:21,31.15414,-81.49952,0.1,149.1
24,558,367762440,2019-09-07 01:14:22,31.15415,-81.4995,0.1,149.1
25,589,367762440,2019-09-07 01:17:22,31.15414,-81.49951,0.0,149.1
26,626,367762440,2019-09-07 01:20:23,31.15414,-81.49951,0.0,149.1
27,654,367762440,2019-09-07 01:23:22,31.15413,-81.49952,0.0,149.1
28,668,367762440,2019-09-07 01:26:23,31.15413,-81.49952,0.0,149.1
29,683,367762440,2019-09-07 01:29:21,31.15414,-81.4995,0.1,149.1
30,700,367762440,2019-09-07 01:32:21,31.15412,-81.4995,0.0,149.1
31,737,367762440,2019-09-07 01:35:22,31.15412,-81.49953,0.0,149.1
32,762,367762440,2019-09-07 01:38:23,31.15416,-81.49946,0.2,149.1
33,790,367762440,2019-09-07 01:41:21,31.15413,-81.4995,0.0,149.1
34,804,367762440,2019-09-07 01:44:21,31.15413,-81.49948,0.0,149.1
35,818,367762440,2019-09-07 01:47:21,31.1541,-81.49954,0.0,149.1
36,840,367762440,2019-09-07 01:50:21,31.15409,-81.49956,0.0,149.1
